DAV_OBMAP v3 cell_size=10
50 87 22 0
50 88 23 0
50 89 21 0
50 88 21 0
51 88 22 0
51 88 23 0
51 88 21 0
50 89 24 0
50 89 20 0
50 87 21 0
50 87 20 0
55 99 24 0
55 99 25 0
56 99 24 0
56 98 24 0
56 99 25 0
56 98 25 0
58 99 24 0
58 99 25 0
57 99 24 0
57 99 25 0
58 99 23 0
54 99 24 0
54 99 25 0
54 99 23 0
55 98 24 0
54 98 24 0
54 98 25 0
54 98 23 0
56 97 24 0
56 97 25 0
56 97 23 0
57 98 24 0
57 98 25 0
57 98 23 0
56 99 26 0
51 95 23 0
51 95 24 0
52 94 23 0
52 93 23 0
52 94 24 0
52 93 24 0
53 94 23 0
53 93 23 0
53 94 24 0
53 93 24 0
55 93 23 0
54 93 24 0
54 93 23 0
56 98 23 0
55 99 23 0
53 99 24 0
53 98 24 0
53 98 25 0
53 98 23 0
54 97 24 0
53 96 24 0
54 96 25 0
54 97 23 0
54 96 23 0
55 97 24 0
55 96 24 0
55 96 25 0
55 97 23 0
55 96 23 0
56 96 24 0
56 96 25 0
56 96 23 0
55 98 25 0
55 98 26 0
55 98 23 0
55 98 22 0
50 93 22 0
51 92 23 0
51 92 24 0
51 92 22 0
52 92 23 0
53 97 23 0
53 97 24 0
53 96 23 0
52 96 23 0
52 96 24 0
53 95 23 0
53 95 24 0
54 95 23 0
54 94 23 0
54 95 24 0
54 94 24 0
55 95 23 0
55 95 24 0
54 96 24 0
54 96 22 0
54 96 21 0
52 92 22 0
53 92 22 0
53 92 23 0
53 93 22 0
51 93 22 0
51 94 22 0
51 94 23 0
50 92 22 0
52 95 23 0
52 95 24 0
51 91 22 0
50 90 22 0
51 91 23 0
50 91 23 0
51 90 22 0
51 90 23 0
53 90 22 0
51 92 21 0
51 92 20 0
50 91 22 0
50 90 23 0
50 89 22 0
50 89 23 0
52 89 22 0
52 89 23 0
50 91 24 0
50 91 21 0
50 91 20 0
52 91 22 0
51 93 23 0
51 95 22 0
52 95 22 0
54 95 22 0
54 93 22 0
53 95 21 0
56 99 22 0
56 99 23 0
53 95 25 0
53 95 22 0
51 89 22 0
51 89 23 0
51 89 21 0
52 89 21 0
50 90 21 0
51 91 21 0
50 93 23 0
50 93 24 0
52 91 23 0
52 91 24 0
54 92 23 0
53 92 24 0
54 92 22 0
52 93 25 0
52 93 22 0
52 93 21 0
50 92 23 0
50 88 22 0
