DAV_OBMAP v3 cell_size=10
2 198 12 1
2 199 10 1
2 199 12 1
3 198 11 2
3 198 12 1
3 199 10 1
3 199 11 1
10 196 12 1
5 159 13 2
0 161 14 1
1 162 15 0
6 163 14 1
5 163 15 0
0 167 14 0
2 158 15 1
2 159 15 1
5 171 16 0
10 185 10 1
1 152 15 0
4 153 16 0
5 153 16 0
3 173 12 0
10 173 12 0
11 169 9 1
11 169 10 1
11 169 11 1
11 170 9 1
11 170 10 1
11 170 11 1
4 170 9 1
4 197 11 2
7 199 13 1
7 199 12 2
0 151 16 0
3 154 19 0
3 154 18 0
2 150 19 0
0 191 9 2
7 182 8 2
7 182 9 1
7 183 7 1
7 183 8 2
0 182 5 1
0 184 5 1
0 184 6 1
1 182 5 1
1 182 6 1
1 182 7 1
1 183 5 1
1 183 7 1
1 184 5 1
1 184 6 1
1 184 7 1
2 182 5 1
2 182 6 1
2 182 7 1
6 188 9 2
6 188 10 1
6 189 8 1
6 189 9 1
6 189 10 2
5 182 11 0
5 181 10 0
6 180 9 1
1 184 10 0
0 185 9 0
7 184 8 1
2 198 17 0
2 198 18 0
1 197 18 0
8 162 11 1
7 184 9 2
8 184 8 1
8 184 9 2
8 184 10 1
1 155 20 0
2 155 21 0
0 155 17 0
1 158 20 0
2 153 20 0
3 157 18 0
0 153 18 0
2 159 18 0
2 159 20 0
10 150 17 0
5 187 10 1
5 187 9 2
5 187 8 1
5 186 9 2
5 186 8 2
4 176 13 0
10 184 16 0
5 177 13 0
5 178 13 0
11 180 14 0
10 180 13 0
9 180 13 0
8 180 13 0
3 181 14 0
8 175 14 0
8 176 14 0
8 183 15 0
8 183 14 0
2 177 15 0
3 178 14 0
4 178 14 0
11 178 15 0
10 178 15 0
9 178 14 0
8 179 14 0
6 187 12 0
5 187 12 0
4 187 12 0
3 186 12 0
3 181 13 0
2 182 13 0
2 183 12 0
2 184 12 0
3 190 13 0
3 196 15 0
3 189 13 0
2 189 13 0
2 187 12 0
8 177 17 0
0 185 12 0
5 184 14 0
5 185 14 0
6 165 11 1
6 165 10 1
7 166 11 2
13 180 12 0
0 192 8 1
0 192 9 2
0 192 10 1
4 167 11 2
2 189 10 1
8 172 13 0
14 187 11 1
3 173 11 0
8 184 11 1
10 184 9 2
10 184 10 2
10 184 11 1
5 187 7 1
6 186 7 1
6 187 7 1
8 185 17 0
6 183 18 0
7 186 16 0
7 187 17 0
4 189 8 1
4 188 10 1
4 188 9 2
4 188 8 1
4 187 9 2
4 187 8 1
3 188 10 1
3 188 8 1
3 187 9 1
3 187 8 1
2 187 10 1
8 187 8 1
9 186 8 1
9 187 8 1
2 183 10 0
1 183 9 0
8 183 8 1
10 150 19 0
10 151 18 0
2 162 14 1
2 161 14 1
1 166 14 1
5 166 17 0
1 189 7 1
1 189 8 1
0 188 16 0
14 151 15 1
7 159 15 0
10 165 14 0
11 158 15 0
10 159 15 0
12 157 15 1
13 155 13 1
13 155 14 2
13 155 15 1
13 156 13 1
13 156 15 1
13 157 15 1
14 155 13 1
14 155 14 1
14 155 15 1
14 156 13 1
14 156 14 1
14 156 15 1
1 150 16 0
3 154 11 1
3 186 7 1
3 186 8 2
3 186 9 1
3 187 7 1
8 178 18 0
6 177 16 0
6 177 17 0
3 178 11 0
4 178 11 0
9 173 11 1
9 175 12 0
9 179 15 0
1 161 11 1
6 158 16 0
5 159 16 0
4 160 16 0
7 178 12 0
8 177 11 0
8 165 19 0
7 165 18 0
3 160 16 0
11 163 12 1
1 193 14 0
0 193 14 0
9 197 14 1
10 197 14 1
5 169 13 0
11 197 12 1
11 197 13 1
11 197 14 1
11 198 12 1
11 198 13 1
11 198 14 1
11 199 12 1
11 199 13 1
3 180 12 0
2 179 12 0
2 178 12 0
4 186 12 0
9 188 9 1
6 180 18 0
7 183 16 0
8 184 17 0
8 180 16 0
9 179 17 0
4 182 17 0
9 183 15 0
10 183 16 0
11 184 17 0
6 178 16 0
5 186 16 0
10 181 15 0
11 181 15 0
11 180 16 0
3 184 14 0
8 182 13 0
9 182 14 0
10 182 14 0
11 183 14 0
12 183 14 0
10 179 13 0
11 185 12 0
4 191 17 0
4 192 16 0
4 193 16 0
4 193 15 0
8 197 17 0
7 197 17 0
1 196 18 0
3 195 15 0
7 193 18 0
6 193 17 0
6 194 16 0
2 151 16 0
3 151 17 0
4 151 18 0
0 187 11 0
1 187 10 0
2 189 7 1
6 179 16 0
5 179 16 0
7 188 15 0
2 189 16 0
3 189 16 0
4 190 15 0
5 190 15 0
11 189 16 0
10 189 16 0
9 190 15 0
8 190 15 0
7 190 14 0
13 176 13 0
14 176 14 0
15 175 14 0
13 181 13 0
12 172 13 0
15 178 12 0
16 178 12 0
13 175 12 0
14 174 12 0
15 174 12 0
11 174 11 1
13 177 11 0
15 176 10 1
12 173 8 2
12 173 9 1
12 173 10 2
13 173 8 1
13 173 9 1
13 173 10 1
12 176 11 0
8 173 7 1
9 173 7 1
10 173 7 1
8 175 6 1
9 175 6 1
10 175 6 1
11 177 7 1
12 177 7 1
12 178 7 1
12 179 7 1
12 176 16 0
12 176 17 0
12 175 14 0
13 174 16 0
13 177 14 0
14 178 15 0
13 175 13 0
14 175 14 0
11 174 12 0
15 177 12 0
15 177 13 0
13 174 12 0
14 173 12 0
7 176 11 0
13 176 11 0
12 172 9 1
12 172 10 2
12 172 11 1
12 173 11 1
12 174 11 1
13 172 9 1
13 172 10 1
13 172 11 1
13 173 11 1
13 174 11 1
12 175 11 0
7 177 9 0
15 177 8 1
15 178 8 1
15 179 8 1
11 176 7 1
12 176 7 1
11 175 14 0
12 175 17 0
11 178 16 0
12 174 14 0
12 173 16 0
14 177 15 0
13 174 13 0
14 174 14 0
15 174 14 0
15 176 13 0
12 174 12 0
13 173 12 0
14 172 12 0
13 175 11 0
15 175 10 0
5 171 8 1
6 171 8 1
7 171 8 1
8 174 11 0
12 171 9 1
12 171 10 1
12 171 11 1
13 171 9 1
13 171 10 1
13 171 11 1
7 176 9 1
15 176 8 1
15 176 9 1
11 175 7 1
12 175 7 1
11 174 14 0
11 174 17 0
9 173 16 0
11 173 14 0
12 172 15 0
12 172 16 0
13 176 14 0
13 176 15 0
13 173 14 0
14 173 14 0
11 173 12 0
12 170 13 0
15 175 13 0
13 172 12 0
14 171 12 0
5 174 11 0
14 178 11 0
15 174 10 0
6 176 9 1
8 171 8 1
9 171 8 1
10 171 8 1
10 179 6 1
11 172 7 1
11 173 7 1
11 174 7 1
12 172 7 1
12 172 8 1
12 173 7 1
12 174 7 1
13 172 7 1
13 172 8 1
13 173 7 1
13 174 7 1
8 193 13 1
5 189 13 0
5 192 14 0
11 199 14 1
2 153 12 2
2 151 19 0
2 152 19 0
12 175 15 0
11 175 15 0
10 175 14 0
5 171 10 2
5 171 9 1
6 172 10 2
11 177 11 0
10 177 11 0
9 176 12 0
4 177 11 0
8 190 11 1
8 191 9 1
8 191 11 1
13 182 11 1
11 183 17 0
8 181 16 0
13 185 15 0
12 182 13 0
14 181 14 0
11 185 13 0
12 187 13 0
13 184 12 1
14 184 12 1
5 193 10 1
14 185 10 1
14 185 11 1
14 186 10 1
14 186 11 1
14 186 12 1
14 187 10 1
8 157 19 0
9 157 20 0
7 156 17 0
6 156 19 0
6 155 20 0
7 158 17 0
7 158 18 0
8 159 19 0
8 159 20 0
8 156 17 0
8 155 18 0
9 155 19 0
3 164 15 0
2 163 15 0
7 163 14 1
0 165 15 0
1 165 15 1
10 165 15 0
7 167 17 0
8 166 17 0
9 166 17 0
3 167 16 0
2 166 16 0
1 166 17 0
0 166 17 0
6 171 17 0
7 175 9 1
7 175 10 1
8 173 8 1
11 172 9 1
8 174 8 1
8 174 10 1
9 163 12 2
9 165 13 0
9 161 13 1
8 162 13 1
8 162 14 0
6 199 14 0
7 199 15 0
2 197 14 0
1 196 14 0
1 195 14 0
0 195 14 0
4 197 14 0
6 196 14 1
7 195 14 0
1 199 14 0
5 167 18 0
9 168 18 0
3 197 13 0
3 196 13 0
3 195 13 0
3 194 13 0
6 197 11 1
6 197 12 2
6 197 13 1
14 151 16 1
7 198 11 1
6 198 13 1
6 198 12 1
6 198 11 1
2 195 13 0
6 165 17 0
11 169 14 0
9 166 13 0
10 171 12 0
4 165 10 1
5 165 10 1
9 171 13 0
10 171 13 0
11 171 13 0
10 170 13 0
11 169 13 0
7 168 18 0
9 152 17 0
9 157 16 0
10 157 16 0
11 158 16 0
12 158 16 0
7 187 12 0
7 185 12 0
9 187 12 0
11 189 9 1
11 188 9 1
11 187 11 1
11 187 10 1
11 187 9 1
13 174 8 2
12 174 10 1
12 174 9 2
12 174 8 2
8 178 11 0
14 175 12 0
13 176 12 0
15 179 12 0
12 173 13 0
13 182 13 0
15 176 14 0
14 177 14 0
13 177 13 0
14 180 15 0
13 179 14 0
12 179 13 0
13 176 16 0
12 176 15 0
12 177 14 0
12 178 17 0
10 177 10 0
10 177 8 1
4 155 19 0
4 158 11 1
4 154 15 0
5 153 18 0
9 159 18 0
7 157 19 0
4 156 11 1
5 156 15 1
10 158 15 0
8 155 19 0
7 179 10 0
9 180 6 1
1 159 18 0
4 163 11 1
8 190 10 1
7 195 11 1
7 195 12 1
4 196 13 1
11 151 14 1
8 155 15 0
10 172 8 1
6 168 15 0
7 167 15 0
7 166 16 0
4 171 15 0
4 186 10 1
4 186 9 1
1 188 7 1
1 188 8 2
1 189 6 1
1 150 11 1
1 150 12 1
1 151 10 1
1 151 11 1
1 151 12 1
1 152 10 1
2 150 10 1
2 150 11 1
2 150 12 1
2 151 10 1
2 151 12 1
2 152 10 1
6 187 9 2
13 159 14 1
13 159 13 1
13 159 12 1
13 158 14 1
13 158 12 1
13 157 14 1
13 157 13 1
13 157 12 1
9 173 8 1
9 172 10 2
9 172 9 2
9 172 8 1
10 173 9 2
6 177 10 0
6 172 12 1
7 170 11 1
7 170 10 2
7 170 9 1
7 195 13 1
11 173 9 2
11 173 10 1
11 174 8 1
11 174 9 1
11 174 10 1
8 174 12 0
5 174 9 1
8 175 11 0
8 175 10 1
9 170 18 0
1 182 13 0
0 182 13 0
0 182 14 0
5 186 13 0
10 188 14 0
8 186 14 0
9 192 15 0
9 191 15 0
3 186 16 0
5 187 14 0
11 186 16 0
4 162 14 1
11 164 14 0
10 164 14 0
10 168 15 0
9 167 15 0
11 161 15 0
8 197 12 1
8 197 11 1
7 197 13 2
7 197 12 1
7 197 11 1
2 192 16 0
5 190 10 2
7 190 12 0
9 189 11 1
9 189 10 2
9 189 9 1
9 188 11 1
9 188 10 2
8 199 12 1
8 199 13 1
3 195 10 2
5 186 15 0
10 189 15 0
9 188 8 1
