DAV_OBMAP v3 cell_size=10
-5 30 9 1
-15 45 6 1
-15 45 7 1
-15 46 8 1
-14 46 7 0
-13 46 7 0
-13 47 6 0
-14 45 6 1
-15 45 3 1
-15 45 4 1
-15 45 5 1
-14 45 3 1
-14 45 4 2
-46 9 5 1
-44 10 4 1
-44 11 4 1
-43 11 4 1
-46 8 3 1
-46 8 4 1
-30 24 17 2
-30 22 16 1
-43 9 9 2
-43 8 9 1
-32 11 3 1
-38 13 5 1
-38 13 4 1
-39 13 5 2
-39 13 4 1
-41 9 14 1
-42 9 14 1
-44 10 14 0
-32 20 16 1
-32 19 16 1
-33 21 16 2
-33 20 16 2
-33 19 16 1
-34 21 16 1
-34 8 4 0
-31 2 3 2
-31 2 4 2
-31 22 1 1
-22 48 8 0
-22 48 9 0
-22 48 12 0
-24 48 11 0
-24 48 10 0
-38 6 12 0
-39 7 12 0
-39 7 13 0
-38 4 13 0
-39 5 14 0
-49 19 10 0
-29 24 11 1
-31 26 9 1
-31 26 10 1
-31 26 11 1
-30 26 9 1
-30 26 10 2
-30 26 11 2
-29 24 9 1
-50 3 10 1
-44 9 7 2
-47 20 4 2
-47 20 5 2
-2 13 2 1
-39 12 10 1
-35 5 10 0
-44 11 12 1
-28 22 4 1
-33 17 19 0
-33 18 19 1
-46 3 4 1
-45 4 6 1
-43 2 6 0
-39 8 10 1
-39 8 9 1
-43 1 12 0
-42 0 11 0
-42 0 10 0
-43 0 11 0
-43 1 11 0
-43 0 10 0
-45 1 11 0
-45 3 11 0
-44 2 11 0
-45 3 10 0
-43 3 11 0
-43 3 10 0
-42 3 11 0
-40 19 13 1
-46 21 7 0
-39 18 13 1
-31 17 17 0
-32 18 17 0
-50 19 5 2
-50 19 6 2
-47 23 8 0
-38 21 13 2
-37 20 12 2
-50 19 8 1
-49 19 8 1
-45 20 7 1
-50 19 4 2
-49 19 4 1
-47 20 8 1
-31 20 17 1
-31 19 16 0
-47 9 15 2
-40 28 3 2
-40 29 2 1
-40 29 3 2
-42 4 4 0
-43 16 2 2
-43 15 2 2
-44 17 2 2
-44 16 2 2
-44 15 2 1
-45 17 2 2
-41 2 6 0
-41 3 7 0
-43 4 7 0
-47 6 13 1
-47 5 15 1
-32 17 12 0
-33 20 13 1
-33 20 12 1
-33 19 13 1
-33 19 12 1
-7 25 3 1
-7 25 4 1
-7 26 2 1
-7 26 3 2
-7 26 4 1
-8 26 8 0
-6 22 9 1
-6 23 9 1
-6 24 9 1
-7 25 7 1
-7 26 8 0
-7 26 7 0
-11 27 8 1
-10 27 8 1
-9 26 8 1
-9 27 8 1
-6 25 7 1
-8 26 6 0
-8 27 6 1
-8 25 5 1
-6 25 5 1
-6 25 6 1
-7 26 6 0
-8 27 5 1
-11 27 3 1
-10 27 3 1
-9 27 3 1
-1 27 2 1
-1 27 3 1
-1 27 4 1
-1 28 2 1
-1 29 2 1
-1 30 2 1
-34 0 10 0
-39 22 2 1
-39 22 3 1
-39 22 4 1
-35 4 6 0
-34 4 6 1
-38 25 1 1
-35 4 7 0
-35 4 5 0
-24 29 8 0
-24 29 9 0
-19 2 3 1
-47 3 7 1
-25 39 5 1
-25 40 3 1
-25 40 4 1
-25 40 5 1
-24 38 5 1
-24 39 3 1
-24 39 5 1
-24 40 3 1
-24 40 4 2
-24 40 5 1
-23 38 5 1
-23 39 3 1
-23 39 4 1
-23 39 5 1
-23 40 3 1
-26 38 11 0
-23 37 11 0
-21 38 9 0
-42 24 4 1
-42 24 3 1
-34 13 2 1
-36 9 4 1
-34 13 9 0
-36 9 6 1
-37 9 3 1
-36 9 3 1
-37 4 5 1
-34 8 7 0
-30 3 1 2
-30 3 2 1
-30 3 3 2
-30 3 0 1
-30 0 -1 1
-29 0 -1 1
-36 26 2 1
-37 26 4 1
-37 26 3 1
-36 10 9 0
-27 33 6 1
-28 33 5 1
-29 34 5 0
-24 29 6 0
-25 30 7 0
-25 29 7 0
-24 28 7 0
-24 29 5 0
-27 32 1 1
-27 32 2 1
-26 32 1 1
-26 32 2 2
-26 32 3 1
-25 30 1 1
-25 31 1 1
-25 32 1 1
-25 32 2 2
-25 32 3 1
-26 31 5 0
-26 25 3 0
-26 25 4 1
-27 24 4 1
-23 23 4 1
-23 23 3 2
-23 23 2 1
-24 23 4 1
-24 23 3 2
-24 23 2 1
-25 17 2 1
-45 11 5 1
-46 11 5 1
-47 11 5 1
-45 11 8 1
-4 7 5 2
-5 6 4 1
-5 6 5 1
-5 6 6 1
-5 7 4 1
-5 7 5 1
-41 15 8 1
-17 0 7 1
-20 7 5 1
-17 1 7 1
-17 2 6 2
-15 2 7 1
-14 2 6 1
-15 3 6 1
-29 8 8 0
-28 7 8 0
-20 4 9 0
-13 0 8 1
-13 1 7 1
-47 30 7 1
-39 18 7 1
-46 10 11 2
-46 10 12 1
-39 23 2 1
-35 26 4 1
-35 26 3 1
-43 21 18 0
-35 26 2 1
-45 5 14 1
-46 7 14 1
-37 22 21 1
-37 22 20 2
-37 20 20 1
-36 19 21 0
-26 41 1 1
-26 40 1 1
-27 42 1 1
-27 41 1 1
-27 40 1 1
-29 42 1 1
-34 45 7 1
-33 43 5 1
-33 43 7 1
-33 44 5 1
-33 44 7 1
-33 45 5 1
-33 19 22 0
-33 19 21 1
-26 16 6 1
-29 12 3 1
-26 16 5 1
-31 10 4 0
-31 10 5 0
-50 12 5 1
-47 16 2 1
-45 14 3 1
-45 14 4 1
-49 16 1 1
-49 17 1 1
-29 10 9 1
-29 10 10 1
-29 11 9 1
-29 11 10 1
-29 12 9 1
-29 12 10 1
-28 10 10 1
-28 11 10 1
-28 12 9 1
-28 12 10 1
-27 10 10 1
-27 11 10 1
-27 12 9 1
-27 12 10 1
-26 12 8 1
-25 9 4 2
-25 9 5 2
-25 10 4 1
-25 10 5 1
-25 11 4 1
-25 11 5 1
-2 11 6 1
-33 1 1 2
-33 1 0 1
-33 1 -1 1
-33 0 -1 1
-2 11 7 1
-2 11 8 1
-34 1 1 2
-34 1 0 2
-34 1 -1 1
-34 0 0 2
-34 0 -1 1
-2 12 6 1
-2 12 7 1
-23 6 7 0
-25 6 7 0
-24 4 7 0
-20 8 8 1
-26 10 10 1
-26 11 10 1
-26 12 9 1
-26 12 10 1
-25 9 9 1
-25 10 9 1
-25 11 9 1
-25 8 7 1
-25 8 8 1
-24 8 6 1
-24 8 7 1
-24 8 8 1
-24 9 6 2
-24 9 7 1
-24 9 8 2
-24 10 6 1
-24 10 7 1
-24 10 8 1
-43 26 9 0
-41 20 22 0
-45 24 10 0
-49 17 5 2
-47 13 11 1
-47 13 10 1
-46 19 1 1
-46 19 2 2
-46 19 3 1
-43 6 6 1
-45 18 1 1
-45 18 2 1
-45 19 1 1
-39 10 9 2
-32 19 7 1
-31 24 19 2
-31 25 19 1
-31 26 19 1
-30 25 19 2
-30 26 19 1
-29 24 19 1
-35 17 11 1
-40 21 21 1
-34 18 13 1
-36 9 1 1
-34 19 13 1
-47 24 7 0
-40 21 23 1
-47 16 14 0
-48 15 13 0
-42 26 12 0
-37 17 12 1
-37 16 12 1
-36 8 7 0
-35 12 7 0
-38 4 12 0
-39 4 12 0
-41 2 10 0
-41 8 15 0
-42 9 16 0
-46 0 5 0
-36 16 8 1
-36 16 7 1
-36 16 6 2
-39 0 4 0
-36 15 6 2
-48 24 1 1
-49 24 1 1
-50 15 14 0
-46 5 5 2
-46 5 4 2
-46 4 6 1
-46 4 5 1
-46 4 4 1
-37 16 13 1
-38 17 13 1
-38 16 13 1
-37 22 14 1
-37 6 5 2
-42 26 16 0
-30 22 8 1
-34 1 11 0
-34 1 10 0
-34 0 11 0
-43 14 15 0
-46 14 14 0
-48 14 12 0
-48 14 11 0
-50 11 8 2
-41 24 19 1
-41 25 19 1
-40 23 19 1
-39 23 18 1
-39 23 19 1
-40 17 3 2
-40 18 3 1
-40 18 4 1
-40 18 5 2
-40 19 3 2
-40 19 4 2
-40 19 5 2
-40 18 6 1
-40 17 2 2
-40 18 2 1
-40 19 2 2
-41 18 4 1
-50 15 9 0
-50 15 10 0
-48 0 5 0
-32 14 3 1
-37 17 15 0
-40 18 15 0
