DAV_OBMAP v3 cell_size=10
85 -24 5 0
90 -40 3 0
91 -41 3 0
88 -43 2 0
88 -44 2 0
91 -38 2 0
90 -42 1 1
90 -36 -1 1
90 -36 0 2
90 -36 1 1
91 -36 -1 1
61 -49 1 1
61 -48 -1 1
61 -48 0 2
61 -48 1 1
61 -47 -1 1
56 -44 -1 1
88 -39 3 0
89 -41 5 0
86 -43 4 0
84 -25 3 1
84 -25 2 1
84 -25 1 1
50 -47 -1 1
51 -44 1 1
53 -42 -1 1
56 -43 0 1
69 -50 -1 1
69 -50 0 2
69 -50 1 2
70 -50 -1 1
70 -50 0 2
70 -50 1 2
75 -38 4 2
73 -39 3 2
73 -40 4 2
73 -40 3 1
77 -37 13 0
77 -37 14 0
87 -41 -1 1
87 -42 1 1
87 -42 0 2
87 -42 -1 1
87 -43 1 1
87 -43 0 2
87 -43 -1 1
86 -41 0 2
86 -41 -1 1
86 -42 1 1
86 -42 -1 1
86 -43 1 1
86 -43 0 2
86 -43 -1 1
85 -41 1 1
85 -41 0 2
85 -41 -1 1
85 -42 1 1
85 -42 0 2
85 -42 -1 1
85 -43 1 1
85 -43 0 2
85 -43 -1 1
86 -42 0 2
88 -41 3 0
82 -41 4 0
82 -40 3 0
85 -42 5 0
88 -39 6 0
87 -39 5 0
83 -40 5 0
86 -40 7 0
85 -39 6 0
82 -39 8 0
82 -38 1 2
89 -41 7 0
85 -39 7 0
88 -46 1 1
89 -44 3 0
90 -38 4 0
87 -45 6 0
89 -41 6 0
91 -45 1 1
91 -45 0 2
91 -45 -1 1
83 -43 1 1
83 -43 0 2
83 -43 -1 1
83 -44 0 2
74 -49 0 1
74 -49 1 1
75 -50 -1 1
75 -50 0 1
75 -50 1 1
75 -49 -1 1
75 -49 0 1
75 -49 1 1
75 -45 2 1
76 -46 2 0
76 -43 7 0
78 -45 5 0
79 -44 6 0
78 -47 4 0
81 -41 9 0
86 -38 8 0
83 -41 7 0
53 -50 7 0
82 -37 8 1
83 -38 9 0
83 -39 9 0
84 -39 10 0
84 -35 9 0
85 -35 10 0
81 -39 8 0
86 -39 9 0
83 -42 8 0
80 -40 7 0
72 -50 10 0
72 -50 9 0
77 -35 11 1
75 -40 11 0
83 -37 12 0
84 -39 11 0
81 -41 10 0
87 -36 8 0
83 -38 10 0
85 -35 11 0
86 -28 0 1
86 -29 0 1
86 -30 2 1
86 -30 1 2
86 -30 0 1
85 -28 0 1
85 -29 2 1
85 -29 1 2
73 -46 7 0
81 -31 0 1
91 -43 6 0
57 -40 2 1
62 -42 1 1
56 -41 5 0
59 -41 6 0
91 -36 0 1
87 -44 -1 1
59 -45 5 0
77 -39 14 0
77 -33 12 0
76 -32 13 0
75 -36 12 0
73 -37 13 0
80 -31 13 0
74 -33 12 0
82 -34 12 0
83 -34 12 0
77 -30 11 0
75 -32 9 0
79 -31 9 1
79 -35 14 0
77 -35 13 0
78 -33 13 0
78 -32 15 0
80 -37 15 0
75 -34 14 0
80 -33 13 0
71 -43 7 0
84 -26 12 0
84 -25 13 0
84 -34 12 0
83 -31 11 0
82 -31 11 0
76 -29 12 0
77 -30 12 0
82 -27 13 0
82 -28 12 0
84 -33 13 0
82 -32 12 0
78 -28 14 0
79 -29 13 0
79 -30 12 0
77 -31 15 0
77 -31 14 0
78 -31 13 0
82 -34 15 0
81 -33 13 0
80 -29 14 0
78 -33 16 0
79 -33 15 0
79 -32 14 0
81 -32 15 0
79 -40 1 1
79 -39 2 1
79 -32 1 1
80 -31 6 2
80 -31 7 1
80 -32 8 1
82 -33 7 1
78 -29 7 0
79 -30 9 1
83 -31 8 1
81 -31 9 1
76 -31 8 0
76 -31 9 0
77 -31 9 1
80 -30 10 1
83 -33 10 0
81 -30 10 1
81 -31 11 0
74 -32 10 0
75 -32 11 0
83 -35 11 0
79 -27 11 0
79 -28 11 0
79 -29 11 0
84 -31 12 0
83 -31 12 0
76 -30 12 0
81 -37 12 0
81 -36 12 0
81 -28 13 0
81 -30 12 0
75 -34 13 0
84 -34 13 0
83 -33 13 0
82 -33 12 0
77 -28 14 0
78 -29 13 0
78 -30 13 0
56 -40 2 1
54 -49 5 0
56 -40 1 1
77 -31 10 1
78 -28 11 0
83 -32 11 0
82 -32 11 0
74 -31 12 0
75 -31 12 0
82 -31 14 0
80 -32 12 0
77 -33 13 0
81 -36 15 0
80 -35 14 0
79 -31 14 0
79 -32 13 0
77 -34 14 0
80 -33 16 0
55 -47 2 1
52 -42 7 0
75 -37 1 1
75 -37 2 2
75 -37 3 1
76 -39 1 1
76 -39 2 1
76 -39 3 1
76 -38 1 1
76 -38 2 2
76 -38 3 2
76 -37 1 1
76 -37 2 2
76 -37 3 1
71 -31 0 1
71 -31 1 1
71 -31 2 1
72 -33 2 1
72 -32 2 1
72 -31 0 1
72 -31 1 1
72 -31 2 1
73 -33 0 1
73 -33 1 1
73 -33 2 1
73 -32 0 1
73 -32 1 1
73 -32 2 1
73 -31 0 1
73 -31 1 2
73 -31 2 1
73 -36 1 1
73 -36 2 2
73 -36 3 2
69 -35 1 1
71 -35 1 1
71 -35 3 1
51 -37 6 0
51 -44 6 0
52 -50 7 0
59 -46 2 1
51 -41 1 1
59 -46 1 1
59 -46 0 2
78 -34 2 2
78 -34 3 2
78 -34 4 2
78 -33 2 2
78 -33 4 1
