DAV_OBMAP v3 cell_size=10
12 11 9 0
11 10 8 0
12 10 9 0
11 11 10 0
11 11 9 0
3 20 8 0
3 21 8 0
5 24 8 0
5 21 8 0
2 21 9 0
5 23 9 0
4 21 9 0
2 22 9 0
5 22 9 0
3 21 10 0
5 23 10 0
4 21 10 0
4 23 10 0
3 22 10 0
4 22 10 0
4 22 9 0
1 23 7 0
3 23 7 0
2 22 7 0
4 24 7 0
1 24 7 0
3 22 7 0
1 22 8 0
4 23 8 0
2 24 8 0
2 22 8 0
2 23 8 0
4 25 8 0
3 24 8 0
0 23 8 0
4 22 8 0
1 22 9 0
4 24 9 0
3 22 9 0
1 23 9 0
4 23 9 0
3 9 3 1
3 9 6 1
3 8 6 0
3 7 5 1
3 9 4 1
3 8 4 0
3 7 4 1
5 9 4 1
6 8 6 1
5 7 6 0
4 5 8 1
4 5 7 1
5 5 6 1
2 4 7 1
2 3 7 1
2 2 7 1
1 4 7 1
1 4 6 1
1 4 5 1
1 3 7 1
1 2 7 1
1 2 6 1
0 4 7 1
0 4 6 1
0 4 5 1
0 3 7 1
0 3 6 1
0 2 7 1
0 2 6 1
1 3 6 2
1 3 5 1
1 3 4 1
1 3 3 1
1 2 5 1
1 2 3 1
28 35 9 2
28 35 8 1
12 1 3 0
12 1 2 0
8 2 3 0
11 4 3 0
8 2 4 0
10 4 5 0
10 4 2 0
8 3 3 0
8 4 3 0
8 5 3 1
8 3 4 0
8 4 5 0
8 5 5 0
8 5 2 1
28 35 7 1
28 34 9 1
8 1 6 0
8 1 7 0
9 0 0 1
9 0 1 1
9 0 2 1
9 1 0 1
9 1 1 1
9 2 0 1
9 2 1 1
27 9 6 1
28 7 10 0
33 20 7 0
33 20 8 0
32 21 7 1
32 21 8 0
32 15 6 1
31 16 5 1
31 16 4 1
31 15 6 1
31 15 4 1
31 14 6 1
23 47 13 0
0 6 0 1
2 5 1 1
2 5 2 1
2 6 0 1
0 6 7 1
0 5 7 1
1 11 4 0
2 6 1 2
2 6 2 1
3 6 0 1
3 6 1 2
4 6 0 1
4 6 1 1
5 6 6 0
19 2 5 1
19 3 5 1
19 4 5 1
19 1 8 1
19 1 9 1
19 2 9 1
19 3 9 1
15 3 7 0
16 2 6 1
18 2 5 1
18 3 5 2
3 25 8 0
2 23 7 0
2 25 7 0
0 23 7 0
2 24 7 0
0 25 7 0
3 24 10 0
2 23 10 0
2 25 10 0
3 23 9 0
3 23 10 0
1 24 10 0
2 22 10 0
7 11 9 1
7 11 8 1
7 11 7 1
23 45 11 0
24 45 12 0
25 45 11 0
23 41 10 1
23 41 12 0
23 41 11 0
32 30 10 0
32 30 11 0
31 30 9 1
31 30 10 0
29 4 8 0
27 6 10 0
31 15 8 0
31 15 7 0
32 16 6 1
27 36 10 1
28 37 11 0
10 6 2 1
10 6 1 1
10 5 1 1
9 5 2 1
9 5 1 1
8 5 1 1
9 4 5 0
4 6 2 1
4 6 5 1
2 7 8 1
4 0 1 1
5 5 5 1
7 4 4 0
6 5 3 1
10 5 5 0
9 4 4 0
10 5 3 1
9 4 3 0
3 7 3 1
3 7 6 1
2 7 5 1
18 1 5 1
19 1 5 1
16 2 7 1
16 0 5 1
16 0 6 1
16 0 7 1
16 1 5 1
16 1 6 1
10 3 5 0
10 3 2 0
7 4 5 0
4 4 2 1
4 4 3 2
4 4 4 2
5 4 2 1
5 4 3 1
5 4 4 1
6 4 2 1
6 4 3 1
6 4 4 1
4 4 5 2
4 4 6 1
5 4 5 1
5 4 6 1
28 36 11 0
28 37 10 1
28 36 10 1
29 37 10 0
29 37 11 0
30 37 10 0
24 44 12 0
24 43 12 0
24 44 11 0
24 43 11 0
19 2 6 2
19 2 7 1
31 18 4 1
31 18 5 2
31 18 6 1
32 17 4 1
32 17 5 1
32 17 6 1
21 49 12 1
22 49 10 1
22 49 11 1
22 49 12 1
25 4 9 1
26 4 9 1
27 2 9 1
27 3 9 1
27 4 7 1
27 4 8 1
27 4 9 1
24 6 6 1
24 6 7 2
24 6 8 1
29 13 7 0
29 12 8 0
29 12 7 0
26 6 6 1
30 31 8 1
31 30 7 1
31 30 8 1
31 31 7 1
31 31 8 1
31 33 10 0
31 32 11 0
31 33 9 0
29 32 10 0
29 33 10 0
29 33 11 0
29 33 9 1
28 33 10 0
22 47 13 0
19 46 10 1
19 47 9 1
19 47 10 1
19 48 9 1
19 48 10 1
20 48 9 1
21 48 9 1
23 46 13 0
0 6 1 1
0 6 2 1
0 7 0 1
0 7 1 1
0 7 2 1
2 5 0 1
2 4 2 1
2 4 1 1
1 12 5 1
4 4 8 0
4 4 7 0
7 2 6 0
4 5 6 1
3 5 6 1
3 4 6 1
25 47 11 1
25 47 10 1
24 49 12 1
24 49 11 1
24 49 10 1
24 48 12 1
24 48 10 1
24 47 12 1
24 47 11 1
24 47 10 1
24 0 7 2
30 19 4 1
31 18 9 0
29 18 8 0
29 18 7 0
30 20 8 0
30 19 8 0
22 45 14 0
28 31 8 1
28 31 7 1
28 30 8 1
28 30 7 1
29 31 12 0
31 30 11 0
29 29 11 0
28 31 9 1
24 42 7 1
23 44 9 1
23 44 8 1
31 27 7 1
32 27 6 1
32 27 7 1
32 27 8 1
27 37 9 2
26 36 8 1
26 36 9 1
26 36 10 1
26 37 8 1
26 37 9 1
26 38 8 1
26 38 9 1
27 37 8 1
27 38 8 1
27 38 9 2
