DAV_OBMAP v3 cell_size=10
-32 -2 4 2
-32 -3 4 1
-30 -1 7 1
-30 -1 5 1
-30 -2 7 1
-30 -2 6 1
-31 -2 7 1
-27 -8 3 1
-29 -3 5 1
-33 -3 2 2
-33 -3 10 0
-33 -3 9 0
-33 -3 8 0
-33 -7 8 0
-29 -3 6 1
-45 -5 0 2
-45 -5 1 1
-29 -1 4 1
-45 -4 0 2
-49 -8 6 0
-49 -9 6 0
-49 -8 7 0
-33 -1 3 2
-49 -9 5 0
-31 -6 8 0
-21 -32 1 1
-34 -9 1 1
-21 -31 0 2
-21 -31 1 1
-8 -31 1 1
-43 -19 -1 1
-43 -19 0 1
-43 -19 1 1
-48 -19 4 1
-46 -19 2 1
-44 -19 2 1
-46 -20 0 2
-48 -19 1 1
-6 -11 0 1
-5 -17 4 0
-3 -18 4 1
-7 -31 -1 1
-7 -31 0 1
-3 -14 3 0
-3 -14 4 0
-3 -14 5 0
-3 -14 6 0
-17 -32 3 0
-23 -33 2 1
-23 -34 4 1
-23 -34 3 1
-23 -34 2 1
-24 -33 4 1
-24 -33 3 1
-17 -24 6 0
-16 -23 5 0
-16 -22 6 0
-16 -23 6 0
-3 -35 7 1
-3 -36 7 1
-4 -35 7 1
-4 -49 4 1
-4 -50 6 1
-4 -50 5 1
-4 -50 4 1
-20 -41 3 0
-19 -39 2 0
-19 -39 4 0
-19 -39 3 0
-19 -40 3 0
-14 -22 1 1
-14 -22 0 1
-15 -22 2 1
-15 -22 1 1
-15 -22 0 1
-15 -23 2 1
-15 -24 2 1
-16 -22 2 1
-37 -50 1 1
-37 -50 0 1
-49 -3 11 0
-49 -3 10 0
-43 -41 3 0
-44 -41 5 0
-43 -41 4 0
-44 -41 4 0
-50 -2 11 0
-46 -7 7 0
-47 -6 7 0
-48 -5 6 0
-48 -7 7 0
-48 -6 7 0
-2 -30 2 2
-1 -32 2 1
-1 -31 2 2
-1 -30 2 1
-2 -35 3 1
-2 -35 7 1
-2 -34 7 1
-2 -33 5 1
-2 -33 6 2
-28 -32 -1 1
-29 -31 1 1
-17 -13 4 2
-17 -13 3 2
-17 -13 2 2
-18 -11 4 1
-18 -11 3 1
-18 -11 2 2
-18 -12 4 2
-18 -12 2 2
-21 -39 1 1
-21 -38 -1 1
-21 -38 0 1
-21 -38 1 1
-20 -38 -1 1
-20 -38 0 1
-19 -38 -1 1
-19 -38 0 1
-34 -31 0 1
-18 -32 6 0
-15 -34 2 0
-15 -34 5 0
-15 -34 3 0
-18 -35 5 0
-34 -3 7 1
-18 -28 2 0
-18 -28 5 0
-18 -30 4 0
-18 -28 3 0
-15 -29 2 0
-16 -30 2 0
-15 -29 5 0
-16 -30 5 0
-17 -30 4 0
-15 -29 3 0
-14 -32 5 1
-16 -32 4 0
-2 -33 1 1
-1 -10 2 0
-1 -10 3 0
-44 -23 4 2
-44 -24 4 1
-43 -24 5 2
-34 -31 6 1
-30 -30 4 0
-33 -34 0 1
-11 -7 4 1
-39 -22 -1 1
-49 -5 10 0
-48 -2 2 1
-49 -33 6 0
-35 -2 3 2
-35 -2 4 2
-39 -4 4 0
-44 -30 3 0
-18 -13 4 2
-18 -13 3 1
-18 -13 2 2
-19 -13 4 1
-18 -12 3 2
-16 -7 6 1
-16 -7 5 1
-30 -35 4 0
-30 -35 2 0
-28 -36 2 0
-29 -35 5 1
-29 -34 4 1
-16 -8 6 1
-16 -8 5 1
-16 -9 6 2
-16 -9 5 2
-17 -7 6 1
-17 -7 5 2
-17 -8 6 2
-17 -9 6 2
-47 -15 1 1
-47 -15 0 1
-47 -15 -1 1
-48 -15 1 1
-26 -12 7 1
-9 -26 7 0
-14 -22 7 1
-48 -22 1 1
-47 -22 1 1
-12 -25 8 0
-12 -26 8 0
-12 -28 8 0
-10 -26 9 0
-49 -19 1 1
-49 -18 -1 1
-40 -5 0 2
-40 -5 -1 1
-40 -6 1 1
-40 -6 0 2
-15 -2 2 1
-16 -3 2 1
-17 -4 2 1
-18 -4 2 1
-19 -4 4 1
-19 -4 3 1
-19 -4 2 1
-18 -2 0 1
-19 -2 0 1
-20 -2 0 1
-1 -31 6 2
-1 -31 7 1
-1 -31 9 0
-1 -31 8 0
-30 -17 5 0
-40 -26 3 1
-41 -24 5 1
-41 -24 4 1
-41 -25 5 1
-41 -25 3 1
-33 -8 12 0
-34 -7 13 0
-34 -7 12 0
-34 -8 12 0
-41 -2 0 2
-46 -7 6 0
-42 -2 5 0
-34 -11 5 0
-42 -2 4 0
-37 -6 9 0
-38 -6 9 0
-43 -5 3 1
-44 -4 3 1
-38 -1 6 0
-44 -1 2 1
-39 -8 2 1
-40 -8 2 1
-41 -7 2 1
-41 -8 2 1
-37 -1 2 2
-36 -8 7 0
-41 -4 2 1
-50 -13 3 1
-50 -13 2 1
-26 -15 6 1
-45 -4 3 0
-37 -7 4 1
-37 -8 5 0
-8 -24 5 1
-8 -24 4 1
-8 -24 3 1
-8 -25 5 2
-22 -19 2 0
-22 -19 6 0
-22 -19 5 0
-23 -20 3 0
-23 -20 5 0
-9 -25 4 1
-22 -30 -1 1
-34 -24 0 1
-16 -31 2 0
-34 -25 1 1
-38 -11 2 0
-23 -32 7 0
-23 -32 5 0
-22 -31 6 0
-22 -32 6 0
-22 -32 7 0
-22 -32 5 0
-23 -30 7 0
-23 -30 8 0
-23 -30 4 0
-13 -23 3 1
-13 -23 4 1
-13 -23 5 1
-13 -22 3 2
-13 -22 4 2
-13 -22 5 2
-13 -21 3 1
-13 -21 4 1
-36 -50 5 0
-36 -50 1 2
-12 -23 4 1
-12 -23 5 1
-12 -22 3 2
-37 -50 2 1
-37 -49 2 1
-12 -21 4 1
-12 -21 5 1
-11 -23 3 1
-36 -50 0 1
-36 -50 2 1
-40 -10 0 2
-40 -10 -1 1
-47 -12 1 2
-46 -13 2 1
-46 -12 0 1
-45 -14 2 1
-45 -12 0 1
-45 -12 2 1
-50 -5 10 0
-32 -1 11 0
-38 -11 5 0
-47 -17 6 0
-11 -2 2 1
-11 -2 1 1
-42 -18 2 0
-42 -18 5 0
-42 -18 3 0
-41 -21 5 0
-32 -3 0 1
-32 -3 -1 1
-32 -4 1 1
-32 -4 0 2
-32 -4 -1 1
-44 -23 0 1
-44 -23 -1 1
-44 -23 1 1
-44 -24 1 1
-44 -25 1 1
-45 -25 1 1
-45 -19 5 0
-33 -2 0 1
-43 -20 5 0
-33 -3 0 2
-33 -3 -1 1
-33 -4 1 2
-33 -4 0 2
-33 -4 -1 1
-34 -2 0 1
-34 -2 -1 1
-34 -3 -1 1
-34 -4 0 1
-34 -4 -1 1
-35 -2 0 1
-35 -2 -1 1
-33 -7 7 0
-36 -7 8 0
-33 -6 7 0
-32 -6 7 0
-33 -4 7 0
-36 -6 8 0
-36 -6 9 0
-32 -3 6 1
-33 -3 7 1
-35 -6 8 0
-35 -6 9 0
-35 -6 10 0
-33 -5 7 0
-32 -5 7 0
-31 -5 7 0
-35 -5 8 0
-35 -5 9 0
-31 -5 8 0
-32 -2 8 0
-34 -1 5 2
-32 -7 8 0
-32 -3 11 0
-42 -7 2 1
-19 -1 5 1
-19 -1 1 2
-27 -33 3 1
-27 -33 4 1
-27 -33 2 0
-29 -36 2 0
-28 -36 3 1
-28 -36 4 1
-11 -45 -1 1
-11 -45 0 1
-12 -44 1 1
-11 -44 1 1
-1 -40 10 0
-24 -2 -1 1
-41 -39 3 0
-44 -36 5 0
-29 -6 -1 1
-28 -6 -1 1
-6 -7 5 1
-6 -7 4 1
-6 -7 3 2
-6 -8 5 2
-6 -8 4 1
-6 -8 3 2
-5 -7 4 2
-5 -7 2 1
-6 -7 2 1
-49 -4 0 2
-48 -40 3 0
-36 -6 10 0
-36 -6 11 0
-41 -34 3 0
-39 -32 3 0
-39 -33 3 0
-39 -32 6 0
-39 -33 6 0
-45 -13 8 0
-39 -32 4 0
-37 -34 3 0
-41 -36 9 0
-41 -36 8 0
-41 -36 7 0
-38 -39 3 0
-29 -11 5 1
-29 -11 4 1
-29 -11 3 2
-29 -12 5 2
-29 -12 4 1
-29 -12 3 2
-29 -13 5 1
-29 -13 3 1
-32 -7 10 0
-32 -8 10 0
-49 -8 10 0
-50 -7 11 0
-50 -7 10 0
-44 -4 7 0
-44 -6 6 0
-50 -20 6 0
-50 -20 5 1
-39 -38 4 0
-44 -43 1 1
-6 -30 3 1
-45 -43 2 1
-1 -7 1 1
-1 -5 6 2
-1 -5 5 1
-1 -6 6 1
-1 -6 5 1
-1 -7 6 1
-49 -8 -1 1
-49 -7 -1 1
-48 -8 -1 1
-47 -8 -1 1
-47 -9 -1 1
-1 -7 5 1
-47 -9 0 2
-47 -9 1 1
-2 -5 6 1
-2 -5 5 1
-2 -6 6 1
-2 -7 6 1
-2 -7 5 1
-3 -5 6 1
-3 -5 5 1
-1 -33 4 0
-1 -33 3 0
-39 -3 2 2
-37 -29 -1 1
-37 -29 0 1
-37 -29 1 1
-38 -26 1 1
-37 -26 -1 1
