DAV_OBMAP v3 cell_size=10
-199 173 5 1
-170 177 5 1
-169 156 27 0
-156 160 20 0
-156 161 21 0
-159 160 21 2
-160 170 14 1
-165 151 23 2
-163 150 23 2
-164 170 14 1
-168 163 22 2
-155 188 7 0
-186 173 3 1
-185 174 4 2
-194 159 6 1
-193 159 7 0
-192 160 7 0
-169 176 5 1
-172 179 9 0
-168 185 3 2
-186 159 5 2
-200 153 22 1
-170 168 10 2
-200 154 21 1
-200 155 22 1
-171 170 11 0
-153 186 8 0
-169 187 4 2
-199 153 22 2
-200 152 21 1
-198 168 12 0
-197 160 13 2
-184 160 9 0
-181 166 3 1
-193 154 23 1
-195 176 3 2
-193 153 25 1
-193 153 24 1
-162 196 5 1
-158 196 6 0
-158 197 6 0
-155 199 7 0
-156 199 7 0
-160 197 8 0
-160 197 7 0
-160 198 7 0
-158 199 8 0
-161 199 9 0
-161 199 1 1
-161 199 0 1
-161 198 1 1
-161 198 0 1
-161 197 1 2
-161 197 0 1
-157 199 3 0
-155 198 1 1
-156 197 1 1
-161 197 3 1
-161 197 2 1
-162 197 4 1
-162 197 3 1
-162 197 2 1
-174 172 22 0
-165 171 11 1
-170 170 13 2
-170 171 13 0
-170 169 13 2
-171 170 12 0
-172 170 12 0
-169 171 12 0
-171 168 12 0
-171 171 12 0
-151 198 1 1
-151 197 3 1
-151 197 2 1
-151 197 1 1
-153 192 3 1
-154 197 3 0
-153 196 3 1
-155 194 5 1
-155 194 4 1
-155 194 3 1
-155 193 5 1
-155 193 3 1
-156 194 5 1
-156 194 4 1
-156 194 3 1
-156 193 5 1
-172 183 10 0
-172 187 9 0
-157 194 4 1
-157 194 3 1
-157 193 5 1
-157 193 4 2
-157 193 3 1
-156 193 4 2
-171 171 4 2
-171 170 6 1
-162 187 2 1
-164 187 4 2
-164 187 3 1
-172 156 27 0
-151 155 26 0
-171 154 27 0
-172 157 28 0
-151 154 26 0
-169 154 28 0
-172 155 28 0
-171 155 28 0
-184 169 4 2
-184 169 3 2
-184 168 3 2
-199 151 4 1
-198 150 1 1
-198 150 2 1
-198 150 3 1
-198 151 1 1
-198 151 2 1
-198 151 3 1
-196 150 6 2
-196 150 7 1
-196 151 6 2
-196 151 7 2
-171 173 21 0
-170 172 21 0
-169 171 22 0
-169 172 22 0
-170 172 23 0
-168 171 22 0
-169 174 22 0
-169 172 23 0
-168 175 23 0
-173 174 5 1
-161 153 8 0
-160 154 8 0
-162 155 7 0
-164 172 26 0
-164 170 26 2
-162 174 13 0
-161 177 13 0
