DAV_OBMAP v3 cell_size=10
73 -318 17 1
74 -319 17 1
74 -318 17 1
75 -319 17 1
75 -318 17 1
75 -319 20 0
76 -319 19 0
72 -319 20 0
72 -319 19 0
73 -321 20 0
73 -320 20 0
74 -320 19 0
73 -320 19 0
74 -321 20 0
74 -321 19 0
75 -320 20 0
76 -321 20 0
76 -320 20 0
75 -320 19 0
76 -320 19 0
74 -319 22 0
74 -319 18 1
73 -320 17 1
74 -320 17 1
75 -320 17 1
77 -320 19 0
73 -322 19 0
73 -322 20 0
75 -321 19 0
75 -322 19 0
75 -321 20 0
75 -322 20 0
76 -322 19 0
76 -322 20 0
75 -320 21 0
75 -320 18 1
74 -321 17 1
75 -321 17 1
76 -321 17 1
76 -320 17 1
76 -319 17 1
76 -321 19 0
77 -321 19 0
77 -321 20 0
73 -321 19 0
74 -322 19 0
74 -323 19 0
74 -322 20 0
74 -323 20 0
75 -323 19 0
75 -323 20 0
76 -323 19 0
76 -323 20 0
75 -321 21 0
75 -321 18 1
74 -322 17 1
75 -322 17 1
76 -322 17 1
77 -322 19 0
77 -322 20 0
74 -324 19 0
74 -324 20 0
75 -324 19 0
75 -324 20 0
77 -324 19 0
77 -324 20 0
75 -322 21 0
75 -322 18 1
74 -323 17 1
75 -323 17 1
76 -323 17 1
79 -329 17 1
79 -328 17 1
79 -327 17 1
64 -301 20 0
90 -350 20 0
90 -350 17 1
91 -349 19 0
68 -302 22 0
68 -302 19 3
67 -303 18 1
68 -303 18 1
69 -303 18 1
69 -302 18 1
69 -301 18 1
77 -328 20 0
77 -328 18 0
77 -330 19 0
77 -330 20 0
77 -331 19 0
92 -350 19 1
77 -331 20 0
77 -331 18 0
78 -331 19 0
78 -332 19 0
70 -302 21 0
69 -302 19 0
70 -301 20 1
70 -301 21 0
70 -301 19 1
68 -301 19 1
67 -302 19 1
67 -304 20 0
67 -304 21 0
68 -303 19 1
67 -304 19 1
70 -304 20 0
70 -304 21 0
70 -304 19 1000
92 -350 18 1
