DAV_OBMAP v3 cell_size=10
-88 160 3 0
-90 160 3 0
-87 160 3 0
-89 161 3 0
-90 159 3 0
-87 193 8 0
-87 196 8 1
-88 192 8 0
-87 194 8 1
-86 194 8 1
-76 172 5 0
-75 172 6 0
-75 172 7 0
-75 172 8 0
-77 171 7 0
-78 171 8 0
-76 174 5 0
-76 174 6 0
-76 175 7 0
-76 175 8 0
-75 171 6 0
-74 170 7 0
-75 173 5 0
-74 174 5 0
-73 174 7 0
-55 174 7 0
-63 182 8 0
-63 181 8 0
-62 180 8 0
-66 182 7 0
-67 181 7 0
-66 188 6 1
-90 188 3 1
-90 188 4 1
-96 188 4 2
-97 188 3 1
-97 188 4 1
-97 189 3 1
-97 189 4 2
-96 188 3 1
-92 175 5 0
-93 174 5 0
-68 190 9 0
-66 190 8 1
-97 168 13 0
-96 168 11 0
-97 168 11 0
-98 168 11 0
-83 190 7 1
-82 188 5 1
-82 188 6 1
-82 189 5 1
-85 159 4 0
-69 150 14 0
-86 158 5 0
-84 159 5 0
-96 179 5 0
-96 182 6 0
-96 182 5 0
-94 182 6 0
-94 183 2 1
-93 180 6 0
-91 196 9 0
-91 193 9 0
-69 181 5 2
-70 183 5 2
-70 183 4 1
-90 195 9 1
-92 196 8 0
-90 193 8 0
-91 195 8 0
-90 196 8 1
-92 193 8 1
-92 192 8 1
-90 194 8 1
-89 196 6 2
-90 197 5 1
-90 197 6 1
-90 197 7 1
-89 195 5 1
-89 195 6 2
-89 195 7 1
-89 196 5 1
-89 196 7 1
-84 188 9 0
-84 189 9 0
-83 188 9 0
-84 184 8 0
-84 184 9 0
-84 185 9 0
-97 169 10 0
-99 169 11 0
-97 169 12 0
-94 192 7 1
-92 193 5 1
-92 193 6 2
-92 193 7 1
-92 194 5 1
-92 194 6 2
-92 195 5 1
-92 195 6 1
-92 195 7 1
-97 166 4 0
-96 165 3 0
-95 163 3 0
-97 164 5 0
-96 165 5 0
-97 159 3 0
-96 158 4 0
-97 159 1 1
-71 193 6 2
-71 194 5 1
-69 192 11 0
-68 190 13 0
-61 188 12 0
-64 188 12 0
-63 187 14 0
-60 183 2 1
-60 182 4 1
-60 182 3 1
-60 182 2 1
-51 190 5 1
-51 190 4 1
-51 190 3 1
-52 190 5 1
-52 190 4 1
-52 190 3 1
-53 190 5 1
-65 177 5 1
-70 150 12 1
-78 157 8 0
-82 163 8 0
-77 162 7 0
-76 162 8 0
-75 162 8 0
-74 162 8 0
-81 159 7 0
-81 158 7 0
-82 157 8 0
-77 159 7 0
-75 158 7 0
-82 161 7 0
-78 162 7 0
-76 164 6 0
-75 165 6 0
-79 159 7 0
-79 158 6 0
-79 157 6 0
-79 156 6 0
-98 180 10 0
-95 184 12 0
-77 177 6 0
-77 177 7 0
-77 177 5 0
-76 178 7 0
-56 152 5 1
-96 156 3 0
-97 155 3 0
-95 157 2 0
-96 156 2 0
-95 167 -1 1
-95 166 1 1
-95 172 7 0
-96 172 6 0
-67 165 4 1
-95 177 2 2
-59 178 3 1
-59 178 4 1
-59 179 2 1
-59 179 4 1
-59 180 2 1
-59 180 3 1
-59 180 4 1
-94 176 2 2
-94 176 3 2
-94 177 1 1
-94 177 2 2
-82 188 8 0
-64 181 8 0
-64 182 8 0
-52 162 6 0
-53 165 6 0
-98 165 0 2
-53 163 5 0
-51 162 5 0
-53 164 5 0
-52 163 5 0
-51 163 4 0
-52 164 4 0
-51 164 4 0
-100 164 -1 1
-99 165 6 0
-83 183 10 0
-98 164 2 1
-99 165 3 0
-96 167 2 0
-52 193 11 0
-52 194 10 0
-79 195 8 1
-80 195 8 1
-87 179 4 1
-87 179 3 1
-87 179 2 1
-99 166 6 0
-65 178 6 1
-64 188 9 0
-78 188 7 1
-78 188 10 0
-78 187 9 0
-60 151 6 2
-60 151 5 2
-73 185 6 1
-71 181 7 0
-70 181 7 0
-69 183 7 0
-79 173 2 0
-74 171 2 0
-75 171 2 0
-77 171 3 0
-82 175 2 0
-81 175 2 0
-81 174 2 0
-76 175 3 0
-76 174 3 0
-97 162 1 1
-98 163 3 1
-97 162 2 0
-97 173 6 0
-98 164 0 2
-98 163 1 1
-77 189 8 0
-51 192 9 0
-51 192 10 0
-52 191 9 0
-51 191 10 0
-53 150 8 2
-53 150 9 1
-53 151 8 2
-53 151 9 1
-65 181 9 0
-73 181 9 0
-74 181 8 1
-78 169 6 0
-74 174 7 0
-74 174 6 0
-75 174 5 0
-75 170 7 0
-82 187 8 0
-62 158 8 1
-82 187 9 0
-82 187 7 1
-67 159 4 0
-64 164 5 1
-64 162 3 1
-65 162 3 1
-66 162 3 1
-66 160 4 1
-90 154 2 0
-87 152 3 0
-90 154 3 0
-88 153 2 0
-89 154 3 0
-88 153 4 0
-92 150 1 1
-92 150 0 2
-92 150 -1 1
-96 171 2 1
-96 171 3 1
-96 172 1 2
-96 172 2 2
-96 172 3 1
-99 171 1 2
-99 171 2 1
-55 157 7 1
-57 160 7 0
-58 160 7 0
-54 159 7 1
-89 192 7 1
-88 192 5 1
-76 190 12 0
-70 191 11 0
-69 191 12 0
-73 185 12 0
-74 192 11 0
-74 193 11 0
-76 192 10 0
-74 192 8 1
-54 179 2 0
-92 167 7 0
-67 155 22 0
-92 168 7 0
-88 172 9 0
-89 171 8 0
-89 171 7 0
-93 170 8 0
-89 167 9 0
-90 168 9 0
-92 156 6 0
-91 169 7 0
-91 172 10 0
-91 172 9 0
-91 171 8 0
-93 168 10 0
-93 168 9 0
-92 169 8 0
-90 170 10 0
-90 170 9 0
-92 171 2 0
-92 171 3 0
-92 171 4 0
-60 162 19 0
-97 171 6 0
-98 180 6 0
-59 191 8 1
-59 192 6 1
-51 156 18 0
-53 158 17 0
-53 156 15 0
-55 154 22 0
-53 156 21 0
-53 157 17 0
-70 157 22 0
-70 155 20 0
-52 158 17 0
-52 156 14 0
-91 152 10 0
-93 151 7 0
-93 151 8 0
-94 150 10 0
-92 153 7 0
-92 153 8 0
-92 154 9 0
-92 154 10 0
-91 150 8 0
-95 152 9 0
-91 152 6 0
-90 153 7 0
-89 153 8 0
-89 154 9 0
-57 182 4 1
-93 153 7 0
-93 154 7 0
-94 155 8 0
-90 151 7 0
-89 150 7 0
-88 150 8 0
-95 151 7 0
-95 150 7 0
-91 153 6 0
-91 154 7 0
-90 155 7 0
-90 156 7 0
-91 150 6 0
-54 187 2 1
-94 153 6 0
-95 153 6 0
-95 154 6 0
-96 154 7 0
-90 152 6 0
-89 152 6 0
-88 152 6 0
-87 153 6 0
-92 153 6 0
-92 154 6 0
-92 155 6 0
-93 156 6 0
-93 157 6 0
-53 171 0 1
-100 165 -1 1
-69 176 7 1
-68 176 7 1
-69 176 8 0
-55 174 6 0
-54 175 7 0
-58 169 6 0
-55 172 4 0
-100 177 10 0
-54 171 5 0
-53 171 6 0
-57 174 4 0
-56 174 4 0
-56 175 4 0
-57 171 4 0
-56 170 4 0
-56 169 4 0
-56 168 5 0
-72 184 10 0
-73 184 11 0
-71 188 11 0
-70 183 10 0
-73 185 8 0
-57 162 22 0
-60 164 15 0
-54 190 4 1
-54 190 3 1
-54 190 2 1
-55 190 4 1
-55 190 3 1
-55 190 2 1
-55 189 4 1
-55 189 3 2
-55 189 2 1
-55 188 3 1
-84 179 3 2
-67 165 6 1
-67 165 5 1
-82 166 1 1
-63 199 8 0
-63 198 8 0
-63 197 8 1
-76 159 11 0
-94 196 5 1
-76 152 2 0
-86 159 3 0
-85 160 3 0
-97 168 7 0
-95 173 8 0
-95 173 9 0
-63 162 19 0
-63 155 19 0
-86 150 -1 1
-86 150 0 1
-86 150 1 1
-84 150 1 1
-53 155 4 1
-53 155 5 1
-88 154 6 0
-89 154 6 0
-90 154 6 0
-96 156 7 0
-95 155 6 0
-94 155 6 0
-90 157 7 0
-94 157 7 0
-89 160 5 0
-67 157 17 0
-67 158 17 0
-64 163 17 0
-71 160 17 0
-67 165 18 0
-69 156 18 0
-96 190 3 1
-98 184 11 0
-98 184 12 0
-99 186 10 0
-98 188 9 0
-99 189 10 0
-99 187 8 0
-100 187 8 0
-100 187 3 1
-62 195 6 1
-62 195 7 2
-62 195 8 1
-62 196 6 2
-62 196 7 1
-62 196 8 1
-63 193 6 2
-57 150 13 1
-57 152 12 0
-56 150 12 0
-56 150 13 0
-59 154 13 0
-59 151 18 0
-52 150 12 2
-53 150 12 1
-78 168 7 0
-85 171 8 0
-80 172 8 0
-80 171 8 0
-84 173 9 0
-84 172 9 0
-83 172 9 0
-63 170 5 0
-64 173 6 1
-64 172 5 1
-98 186 9 0
-95 185 8 0
-98 180 8 0
-98 179 8 0
-73 150 4 1
-73 151 4 1
-69 152 1 1
