DAV_OBMAP v3 cell_size=10
92 -110 3 1
92 -105 4 2
93 -106 4 1
93 -106 5 1
93 -105 4 2
93 -105 5 1
93 -104 4 2
90 -105 1 1
90 -105 2 1
90 -105 3 1
90 -104 1 1
90 -104 2 2
90 -104 3 1
90 -103 1 1
90 -103 2 2
90 -103 3 1
91 -107 1 1
91 -106 1 1
91 -105 1 1
89 -101 3 1
89 -101 2 2
89 -101 1 1
88 -101 3 1
76 -133 6 1
85 -114 2 2
85 -114 3 1
85 -113 1 1
85 -113 2 2
66 -108 8 0
66 -105 9 0
69 -104 10 0
65 -105 9 0
68 -107 9 0
66 -106 9 0
76 -129 1 1
76 -129 2 2
52 -125 2 1
52 -139 4 1
74 -110 9 0
91 -107 7 0
70 -104 9 0
69 -108 10 0
69 -107 10 0
69 -107 9 0
69 -106 9 0
68 -106 10 0
68 -104 9 0
71 -103 10 0
68 -103 10 0
71 -101 10 0
70 -104 8 0
72 -102 8 0
69 -102 10 0
71 -102 8 0
71 -103 9 0
67 -102 10 0
57 -113 10 1
61 -133 8 0
56 -104 6 0
56 -105 6 0
82 -104 6 1
82 -104 5 1
55 -149 4 1
55 -148 2 1
55 -148 3 1
90 -118 9 0
76 -134 7 0
89 -118 12 0
71 -133 9 0
56 -110 7 1
56 -110 6 1
86 -117 8 0
86 -118 8 0
83 -126 8 0
84 -126 8 0
84 -125 8 0
85 -124 8 1
82 -120 9 0
76 -132 10 0
84 -130 3 1
75 -132 11 0
57 -140 2 2
52 -112 4 1
52 -112 3 2
52 -112 2 1
50 -116 4 1
52 -116 3 2
52 -116 2 2
52 -116 1 1
52 -117 3 1
52 -117 2 2
52 -117 1 1
52 -118 3 1
52 -118 2 2
52 -118 1 1
51 -108 4 1
51 -108 3 2
51 -108 2 1
51 -109 3 1
51 -109 2 1
51 -110 3 2
87 -113 9 0
91 -107 9 0
90 -108 8 0
89 -108 7 0
90 -112 10 0
89 -111 9 0
89 -111 8 0
88 -107 10 0
80 -113 3 1
80 -113 2 1
79 -112 4 1
79 -113 4 1
79 -113 3 2
79 -113 2 2
78 -111 4 1
78 -112 4 1
78 -113 4 1
72 -110 3 2
72 -110 2 2
72 -111 4 1
72 -111 3 2
72 -111 2 2
72 -112 4 1
92 -109 2 1
91 -107 2 1
91 -108 2 1
89 -106 4 1
89 -103 3 1
89 -103 2 1
89 -103 1 1
52 -112 7 0
52 -109 7 0
