DAV_OBMAP v3 cell_size=10
1 209 11 1
1 204 18 0
0 207 17 0
0 203 15 0
1 203 15 0
1 202 17 0
4 204 14 0
3 202 12 2
2 205 9 1
3 204 10 1
2 204 12 2
2 207 12 1
3 205 10 1
3 205 11 1
3 205 12 1
3 206 12 1
3 207 12 1
4 205 10 1
4 205 11 1
0 204 9 1
0 201 10 1
3 208 10 1
5 204 14 0
3 208 9 1
1 207 12 0
4 208 11 1
2 208 12 0
6 202 16 0
0 210 12 0
1 204 12 1
2 204 15 0
1 204 14 0
0 205 13 0
4 200 17 0
2 209 13 0
1 208 13 0
2 207 16 0
1 207 15 0
1 206 15 0
0 206 14 0
3 200 11 1
2 209 12 0
4 201 16 0
0 205 9 1
5 201 16 0
3 208 11 1
0 209 9 1
4 206 11 1
0 212 14 0
0 208 13 0
3 204 15 0
2 206 10 1
2 206 9 1
7 200 17 0
1 210 14 0
0 205 10 2
5 203 13 1
5 203 12 1
2 200 14 0
3 207 15 0
2 201 14 0
2 200 15 0
3 200 16 0
3 202 16 0
4 203 16 0
5 203 17 0
1 200 15 0
4 200 15 0
5 200 16 0
6 200 16 0
0 200 14 0
3 205 15 0
3 202 14 0
4 202 14 0
6 202 14 0
5 200 11 1
6 200 11 1
6 200 13 1
6 201 11 1
6 201 12 1
7 200 11 1
1 205 11 1
1 205 10 1
1 204 11 2
1 204 10 1
1 203 12 1
1 203 11 2
0 200 15 0
1 201 15 0
1 205 18 0
1 204 17 0
1 204 16 0
5 200 13 1
5 200 12 2
0 201 16 0
0 202 15 0
2 202 18 0
2 209 10 1
2 209 9 1
2 208 11 1
2 208 9 1
2 201 16 0
2 200 17 0
3 200 17 0
6 201 13 1
2 203 15 0
2 206 12 1
2 205 12 1
2 205 11 2
2 205 10 1
4 201 14 0
5 202 17 0
4 200 14 0
5 201 14 0
6 201 14 0
2 210 12 0
1 211 13 0
1 202 13 1
2 201 13 1
4 200 13 1
0 202 13 0
0 201 13 0
0 206 12 0
2 203 17 0
1 213 10 1
1 213 11 1
1 213 12 1
1 214 10 1
1 214 11 1
1 214 12 1
1 215 10 1
1 215 11 1
1 215 12 1
4 204 12 1
4 204 13 1
3 201 19 0
1 200 12 1
1 200 11 2
1 200 10 1
0 200 12 1
0 200 11 2
0 200 10 1
4 204 11 1
4 203 13 1
4 203 12 1
4 203 11 1
2 206 16 0
3 205 13 1
3 202 15 0
0 208 14 0
2 207 15 0
2 208 15 0
0 211 14 0
5 200 17 0
3 201 18 0
0 202 14 0
0 207 13 0
1 207 13 0
2 207 13 0
3 207 13 0
3 201 17 0
4 200 12 1
3 206 16 0
0 201 11 2
0 201 12 1
1 201 10 1
1 201 11 2
1 209 12 0
0 208 12 0
6 201 16 0
6 200 15 0
0 205 12 1
8 200 11 1
2 203 12 2
1 209 16 0
0 209 15 0
1 207 10 1
1 207 9 1
1 205 12 1
0 213 9 1
1 207 11 1
2 207 9 1
0 209 11 1
0 211 10 1
1 210 11 1
1 210 10 1
1 210 9 1
8 200 14 1
0 215 11 1
3 209 10 1
3 209 9 1
3 209 11 1
0 210 10 2
9 200 12 1
9 200 13 1
9 200 14 1
0 206 11 1
0 207 9 1
0 207 10 1
0 207 11 1
3 203 14 0
4 203 14 0
5 203 14 0
3 200 13 1
1 201 13 1
1 200 13 1
2 200 13 1
3 201 11 1
3 201 12 1
4 201 11 1
4 201 12 2
0 204 11 2
3 204 11 1
3 204 12 1
0 214 10 1
2 200 16 0
4 204 16 0
0 202 10 1
0 202 11 2
0 202 12 1
1 202 10 1
1 202 11 2
1 202 12 1
7 201 15 0
0 211 9 1
4 201 13 1
5 201 11 1
5 201 12 1
5 201 13 1
5 202 11 1
5 202 12 1
5 202 13 1
5 203 11 1
1 205 9 1
1 206 9 1
1 206 10 2
4 208 10 1
4 208 9 1
3 201 14 0
6 203 13 0
0 204 15 0
0 204 16 0
4 207 11 1
4 207 10 1
1 208 15 0
1 208 16 0
0 207 14 0
1 207 14 0
0 209 13 0
1 210 13 0
0 215 12 1
2 207 10 1
2 207 11 1
0 211 13 0
4 200 11 1
3 204 14 0
2 204 14 0
1 202 14 0
2 203 13 1
5 200 15 0
5 201 15 0
0 201 15 0
4 204 17 0
2 205 14 0
1 205 14 0
0 206 13 0
8 200 15 0
6 202 13 0
0 203 13 0
4 207 9 1
2 208 10 2
0 211 15 0
1 208 11 1
1 208 10 2
1 208 9 1
0 208 11 1
0 208 10 1
0 208 9 1
2 202 16 0
2 209 11 1
4 207 12 1
2 210 9 1
1 206 11 1
0 206 10 2
4 203 15 0
0 213 11 1
0 213 12 1
3 201 10 1
7 201 13 1
7 201 12 1
7 200 12 1
0 203 10 1
0 203 11 2
4 201 15 0
0 203 12 1
3 201 15 0
2 202 14 0
7 201 11 1
7 200 13 1
3 207 9 1
3 207 10 2
3 207 11 1
0 210 9 1
0 209 10 2
0 210 11 1
1 209 9 1
1 209 10 2
0 211 11 1
0 212 9 1
0 212 10 1
0 212 11 1
1 211 9 1
2 210 13 0
2 202 12 2
2 203 10 1
0 203 14 0
1 203 16 0
1 203 18 0
0 206 17 0
1 202 15 0
1 201 16 0
0 207 12 0
1 204 9 1
0 204 17 0
3 200 12 1
0 206 16 0
2 201 15 0
2 201 18 0
0 200 16 0
0 200 17 0
0 200 18 0
2 203 16 0
2 204 18 0
3 200 18 0
3 200 19 0
0 205 16 0
0 205 17 0
1 206 14 0
2 206 15 0
0 204 14 0
2 206 11 1
3 206 9 1
3 206 10 1
3 206 11 2
4 206 9 1
4 206 10 1
0 204 13 0
1 203 13 1
0 212 12 0
2 201 17 0
0 215 10 1
0 214 12 1
1 200 14 0
1 201 14 0
4 205 12 1
4 206 12 1
2 210 10 1
2 210 11 1
2 203 18 0
5 202 14 0
0 202 9 1
0 203 9 1
3 202 10 1
3 200 14 0
5 205 13 0
0 213 10 1
6 200 12 2
3 203 15 0
2 203 14 0
2 202 17 0
0 206 9 1
0 205 11 1
2 205 13 1
3 205 14 0
4 205 14 0
2 202 13 1
3 201 13 1
3 208 12 0
1 204 13 1
2 203 11 1
2 204 13 1
3 203 11 1
3 203 12 2
3 203 13 1
4 200 18 0
1 209 15 0
1 208 14 0
5 202 16 0
1 206 12 1
2 204 10 1
2 204 11 2
0 204 10 1
0 201 14 0
1 206 13 0
2 206 13 0
3 206 13 0
4 206 13 0
10 200 12 1
10 200 13 1
10 200 14 1
1 205 13 1
0 214 11 2
0 209 14 0
1 203 10 1
0 204 12 1
3 203 10 1
2 200 12 2
2 200 11 1
2 200 10 1
2 205 15 0
5 203 16 0
5 202 15 0
6 201 17 0
0 210 14 0
4 202 16 0
0 200 13 0
3 202 11 1
3 202 13 1
4 202 11 1
4 202 12 2
4 202 13 1
3 200 10 1
1 203 17 0
0 203 16 0
2 202 11 2
2 202 10 1
2 201 12 2
2 201 11 1
2 201 10 1
1 201 12 1
2 202 15 0
1 203 14 0
8 200 13 1
8 200 12 1
3 205 17 0
3 205 16 0
0 205 14 0
1 204 15 0
3 204 13 1
1 202 16 0
1 211 11 1
1 211 10 1
3 204 16 0
