DAV_OBMAP v3 cell_size=10
46 -81 15 0
38 -67 7 0
39 -67 9 0
39 -67 10 0
19 -82 0 2
48 -85 20 0
3 -97 15 1
8 -96 1 2
8 -97 2 2
8 -97 1 2
7 -95 3 2
33 -79 0 2
45 -85 4 1
39 -89 7 0
32 -95 1 1
39 -90 8 0
31 -95 2 2
39 -91 9 0
42 -87 7 0
27 -72 2 2
8 -64 11 0
8 -64 10 0
47 -84 1 1
8 -96 5 1
4 -59 7 1
4 -57 7 1
5 -59 7 1
13 -56 7 0
30 -56 2 1
24 -92 2 1
25 -87 3 0
25 -86 2 0
25 -85 2 0
27 -91 0 1
27 -90 0 1
27 -89 2 1
28 -91 0 1
28 -90 0 1
28 -89 0 1
29 -91 0 1
3 -92 3 2
43 -79 5 0
1 -91 7 0
6 -84 5 1
4 -99 5 1
3 -92 7 0
42 -58 1 1
41 -61 -2 1
41 -61 -1 2
41 -60 -2 1
41 -60 -1 1
41 -60 0 1
4 -89 8 0
8 -92 9 0
8 -91 9 0
24 -95 5 0
23 -95 6 0
19 -92 5 0
20 -92 5 0
20 -93 6 0
14 -89 2 1
8 -86 0 1
8 -86 1 1
12 -86 0 2
11 -87 -1 1
44 -97 6 0
48 -90 4 1
49 -91 5 0
47 -94 7 0
47 -93 7 0
5 -90 -1 1
5 -90 0 1
43 -93 4 1
26 -99 23 0
27 -99 20 0
30 -96 25 0
26 -100 4 1
28 -100 5 0
26 -99 4 1
28 -99 5 0
17 -86 7 0
21 -80 8 0
21 -81 7 0
20 -81 6 0
19 -82 6 0
19 -82 5 0
15 -82 8 0
10 -96 6 1
9 -53 9 0
11 -73 5 2
11 -73 4 2
32 -96 24 0
32 -97 24 0
3 -95 11 0
3 -94 11 0
4 -94 11 0
5 -93 11 0
40 -83 6 0
40 -84 6 0
17 -78 -1 1
17 -79 -1 1
17 -80 -1 1
18 -79 0 2
22 -80 4 1
11 -79 9 0
11 -80 10 0
12 -76 8 0
12 -75 10 0
13 -79 7 0
16 -83 7 0
16 -83 10 0
14 -84 9 0
14 -84 10 0
17 -85 8 0
17 -85 9 0
13 -82 8 0
12 -82 9 0
