DAV_OBMAP v3 cell_size=10
41 -256 18 0
39 -258 19 0
39 -258 18 0
40 -254 16 1
39 -259 20 0
39 -259 18 0
41 -259 19 0
41 -260 19 0
46 -267 19 0
41 -260 20 0
41 -260 18 0
42 -259 19 0
42 -259 20 0
41 -257 19 0
42 -257 19 0
42 -257 20 0
42 -257 18 0
41 -256 19 0
40 -255 18 0
38 -255 18 0
38 -258 19 0
47 -266 16 1
39 -258 20 0
38 -258 18 0
40 -258 19 0
40 -259 19 0
40 -258 20 0
40 -259 18 0
41 -258 19 0
41 -258 20 0
43 -260 18 0
44 -260 18 0
43 -258 20 0
42 -258 18 0
41 -259 18 0
40 -258 18 0
40 -260 19 0
40 -260 20 0
40 -260 18 0
40 -261 19 0
47 -268 19 0
40 -261 20 0
40 -261 18 0
42 -261 19 0
42 -262 19 0
48 -268 20 0
42 -261 20 0
42 -261 18 0
42 -262 18 0
42 -260 19 0
43 -261 19 0
43 -261 20 0
42 -260 18 0
43 -261 18 0
42 -260 20 0
42 -260 21 0
42 -260 17 1
41 -261 16 1
41 -260 16 1
42 -261 16 1
42 -260 16 1
43 -261 16 1
43 -260 16 1
43 -259 16 1
44 -261 19 0
44 -261 20 0
44 -261 18 0
44 -260 20 0
41 -261 19 0
41 -261 20 0
41 -261 18 0
41 -262 19 0
41 -262 20 0
41 -262 18 0
42 -263 19 0
42 -263 20 0
42 -263 18 0
43 -262 19 0
44 -262 19 0
44 -262 20 0
43 -262 18 0
44 -262 18 0
42 -261 21 0
42 -261 17 1
41 -262 16 1
42 -262 16 1
43 -262 16 1
35 -251 19 0
35 -251 20 0
37 -251 19 0
37 -252 19 0
37 -251 20 0
37 -252 20 0
38 -251 19 0
38 -251 20 0
36 -251 16 1
37 -251 16 1
38 -251 16 1
48 -268 16 1
49 -269 16 1
49 -268 16 1
49 -267 16 1
49 -268 20 0
49 -267 20 0
49 -267 18 0
49 -270 19 0
48 -270 20 0
49 -271 19 0
49 -270 20 0
49 -271 20 0
49 -271 18 0
49 -269 21 0
49 -269 17 1
48 -270 16 1
49 -270 16 1
40 -254 19 0
49 -271 16 1
36 -251 19 0
49 -272 19 0
48 -269 16 1
47 -268 16 1
47 -269 16 1
48 -268 17 1
48 -268 21 0
49 -269 18 0
49 -269 20 0
48 -270 18 0
48 -269 20 0
48 -270 19 0
47 -269 18 0
47 -269 20 0
47 -269 19 0
48 -266 20 0
49 -267 19 0
49 -268 19 0
48 -265 16 1
48 -266 16 1
48 -267 16 1
47 -267 16 1
46 -267 16 1
47 -266 17 1
47 -266 21 0
48 -268 18 0
10 -255 10 0
10 -255 8 0
10 -254 9 0
10 -254 10 0
10 -254 8 0
9 -254 9 0
9 -253 9 0
9 -254 10 0
9 -254 8 0
41 -258 21 0
42 -259 18 0
39 -259 19 0
40 -255 16 1
46 -264 20 0
47 -264 19 0
41 -258 16 1
12 -253 9 0
13 -253 9 0
13 -253 10 0
13 -253 8 0
12 -252 9 0
12 -252 10 0
12 -252 8 0
11 -252 9 0
11 -251 9 0
11 -252 10 0
11 -251 8 0
9 -252 9 0
10 -252 10 0
9 -252 8 0
9 -253 10 0
9 -253 8 0
11 -255 10 0
11 -255 8 0
12 -255 9 0
12 -255 10 0
12 -255 8 0
11 -253 11 0
11 -253 7 0
13 -252 9 0
