DAV_OBMAP v3 cell_size=10
-134 -11 20 0
-133 -10 19 0
-133 -9 19 0
-132 -9 19 0
-128 -6 20 0
-130 -7 19 0
-133 -26 35 1
-110 -43 10 0
-118 -32 11 0
-117 -32 12 0
-103 -26 18 0
-132 -43 5 1
-132 -43 4 2
-132 -43 6 1
-134 -42 6 1
-114 -25 49 1
-115 -24 49 2
-121 -29 49 0
-130 -31 44 1
-114 -29 38 0
-102 -31 10 1
-120 -29 49 0
-106 -33 9 1
-126 -18 1 2
-118 -21 2 1
-122 -10 39 1
-119 -28 48 0
-129 -27 44 0
-137 -23 45 0
-136 -23 45 0
-136 -24 45 0
-145 -44 39 1
-146 -42 40 1
-146 -42 39 1
-146 -43 39 1
-136 -17 10 0
-135 -17 11 0
-138 -19 10 0
-138 -19 11 0
-121 -4 35 1
-108 -8 3 1
-114 -13 4 1
-148 -19 2 2
-105 -37 4 1
-105 -38 5 0
-149 -41 27 1
-133 -17 31 0
-133 -15 30 0
-132 -18 32 0
-132 -15 37 0
-134 -18 34 0
-107 -37 5 1
-122 -17 8 2
-110 -17 1 1
-148 -23 20 0
-149 -19 8 0
-147 -18 7 0
-148 -18 9 0
-124 -6 27 0
-121 -11 26 1
-122 -11 26 1
-125 -14 27 0
-125 -12 28 0
-130 -9 28 0
-105 -5 17 0
-119 -31 31 1
-118 -30 32 0
-137 -16 9 0
-126 -44 3 1
-145 -45 12 0
-103 -33 0 2
-104 -33 0 2
-107 -31 1 2
-108 -31 1 2
-147 -12 18 0
-147 -11 18 0
-135 -26 49 0
-132 -29 51 0
-132 -28 50 1
-133 -28 50 1
-133 -27 49 0
-115 -43 6 0
-114 -43 5 0
-114 -43 6 0
-115 -42 7 0
-115 -42 3 2
-116 -43 2 1
-145 -10 10 0
-142 -11 10 0
-129 -44 22 0
-132 -48 0 2
-132 -47 -1 1
-141 -13 7 0
-140 -11 8 0
-140 -14 8 0
-132 -13 3 1
-150 -28 39 1
-143 -4 40 0
-143 -4 41 0
-138 -19 7 0
-119 -47 13 0
-120 -48 14 0
-109 -5 36 0
-120 -48 13 0
-111 -50 7 2
-107 -15 11 0
-107 -14 10 1
-112 -50 8 1
-113 -4 9 1
-113 -4 10 1
-110 -41 16 0
-146 -45 56 0
-146 -46 57 0
-141 -43 56 0
-144 -44 54 0
-144 -45 55 0
-142 -44 53 0
-144 -42 56 2
-143 -42 58 2
-146 -43 57 0
-146 -43 58 0
-145 -44 55 0
-146 -45 57 0
-141 -43 55 0
-143 -46 55 0
-147 -45 54 0
-143 -43 54 0
-142 -44 57 0
-141 -40 57 0
-145 -45 56 0
-140 -43 56 0
-143 -45 55 0
-147 -46 54 0
-143 -42 56 2
-145 -43 57 0
-145 -43 58 0
-142 -44 56 0
-142 -42 54 0
-143 -45 54 0
-142 -46 55 0
-142 -41 58 0
-144 -44 55 0
-141 -42 54 0
-142 -45 54 0
-142 -46 54 0
-145 -45 49 0
-142 -41 57 0
-141 -44 56 0
-140 -44 52 0
-146 -42 48 1
-144 -45 54 0
-146 -44 50 0
-146 -43 47 1
-146 -42 47 1
