DAV_OBMAP v3 cell_size=10
-191 15 30 2
-191 15 29 1
-191 14 30 1
-186 12 29 0
-187 12 30 0
-198 42 14 0
-199 40 16 0
-196 42 16 0
-195 39 15 0
-197 40 10 1
-197 39 11 0
-181 20 4 1
-179 14 1 1
-179 15 1 2
-178 15 1 2
-176 20 3 2
-178 13 6 2
-178 12 8 1
-196 34 12 0
-197 35 12 0
-199 32 12 0
-196 35 14 0
-197 34 14 0
-165 29 22 1
-164 30 23 2
-162 23 23 1
-163 20 -1 1
-163 20 0 1
-163 20 1 1
-162 20 -1 1
-162 20 0 2
-157 38 22 1
-193 34 7 1
-192 31 1 2
-192 32 1 2
-194 31 8 2
-169 10 0 1
-152 0 24 0
-188 9 7 1
-188 9 6 1
-157 17 6 0
-157 20 6 0
-153 21 6 1
-177 4 12 1
-156 22 9 1
-155 42 20 2
-155 41 20 1
-172 32 17 0
-164 47 45 2
-161 47 48 0
-179 35 23 0
-159 33 9 1
-163 12 32 0
-162 12 31 0
-153 35 26 2
-153 35 25 2
-176 36 29 0
-162 15 30 0
-176 39 27 0
-170 13 30 1
-190 34 1 1
-179 36 27 0
-192 37 14 0
-153 16 5 1
-153 16 4 1
-166 40 4 1
-166 42 3 1
-164 48 47 0
-158 42 46 0
-164 43 48 0
-161 45 47 0
-186 22 4 0
-187 23 5 0
-173 16 10 1
-176 14 8 0
-154 46 46 0
-180 40 7 1
-180 41 7 2
-155 49 42 0
-157 43 30 1
-154 42 31 0
-158 42 19 1
-189 32 2 2
-180 44 43 0
-151 45 26 0
-153 7 26 1
-184 46 15 0
-179 43 12 0
-151 0 32 0
-183 36 14 0
-153 28 16 0
-153 29 16 1
-200 37 1 2
-200 37 0 1
-200 37 -1 1
-200 36 1 2
-200 36 0 2
-196 16 40 0
-189 22 4 1
-162 41 46 0
-155 42 45 0
-161 44 45 0
-157 46 44 0
-158 47 43 0
-162 45 14 1
-160 46 46 2
-160 47 45 2
-157 48 46 0
-158 48 45 0
-158 48 44 0
-153 43 17 2
-160 49 15 1
-160 49 16 1
-160 49 17 1
-159 49 15 1
-159 49 16 2
-156 48 37 0
-181 44 11 0
-181 43 11 0
-196 22 58 0
-163 26 33 0
-191 20 2 1
-190 21 3 2
-190 24 2 1
-190 24 4 0
-168 37 17 2
-196 25 21 0
-178 17 2 1
-181 14 1 1
-183 23 2 1
-153 8 61 0
-153 9 61 0
-155 8 62 0
-155 8 61 0
-151 38 4 2
-151 38 2 2
-151 6 18 0
-188 22 7 0
-182 12 6 2
-158 25 6 0
-159 27 6 0
-159 27 7 0
-154 43 0 2
-154 43 1 1
-153 5 10 0
-151 5 10 0
-153 6 10 0
-153 6 11 0
-191 41 1 1
-191 40 3 1
-191 40 2 1
-191 40 1 1
-162 13 13 0
-162 13 14 0
-161 15 13 0
-164 15 13 0
-161 13 13 0
-162 15 12 0
-169 15 3 1
-169 15 2 1
-169 14 4 2
-169 14 2 2
-169 13 4 2
-169 13 3 2
-169 13 2 1
-170 15 4 1
-168 14 32 0
-170 14 32 0
-183 45 4 0
-155 22 35 2
-187 6 6 2
-152 5 8 0
-185 9 0 2
-184 9 -1 1
-183 9 -1 1
-187 10 -1 1
-186 10 -1 1
-185 10 -1 1
-185 10 0 2
-195 29 7 1
-198 27 8 1
-195 30 7 1
-195 31 7 1
-184 11 7 0
-181 10 8 1
-195 30 6 1
-197 25 3 1
-183 46 9 1
-183 45 8 0
-182 46 9 1
-162 19 4 1
-152 4 17 0
-154 5 18 0
-154 6 18 0
-154 8 18 0
-158 28 28 0
-172 41 44 0
-173 40 44 0
-174 39 44 0
-176 43 43 0
-171 40 43 0
-173 42 42 0
-174 41 42 0
-172 40 40 0
-168 42 39 0
-161 27 33 0
-196 31 16 1
-196 30 16 1
-197 32 16 1
-199 32 10 0
-199 32 11 0
-199 32 9 0
-196 32 11 0
-195 31 4 0
-166 4 3 1
-166 4 4 1
-164 4 -1 1
-167 5 0 1
-170 3 3 1
-170 4 3 1
-156 7 4 0
-155 10 6 1
-200 8 16 1
-194 5 16 2
-188 22 34 0
-172 37 21 0
-161 19 31 0
-162 20 31 0
-164 19 33 0
-161 21 26 0
-162 20 28 1
-163 20 27 1
-160 19 27 0
-161 17 27 0
-164 20 27 1
-159 22 28 0
-164 18 31 1
-165 18 31 1
-166 18 31 1
-158 23 30 0
-161 18 31 0
