DAV_OBMAP v3 cell_size=10
-48 301 4 0
-50 314 3 0
-50 303 1 1
-49 311 0 1
-50 304 -1 1
-50 304 0 2
-50 304 1 1
-49 303 -1 1
-49 303 0 1
-49 303 1 1
-50 302 3 0
-49 302 4 0
-49 304 1 1
-49 311 1 1
-49 311 2 1
-49 312 0 1
-49 312 1 1
-50 305 3 0
-50 319 1 1
-50 319 2 1
-50 320 0 1
-50 306 -1 1
-50 306 0 1
-46 300 1 1
-46 300 2 1
-50 309 0 1
-50 309 1 1
-50 310 0 2
-50 321 0 1
-49 309 4 0
-50 302 5 0
-49 301 5 0
-50 321 1 1
-50 305 6 0
-50 321 2 1
-50 317 0 1
-50 304 3 0
-49 304 3 0
-48 304 4 0
-50 318 1 1
-50 318 2 1
-50 300 3 0
-49 302 0 1
-49 302 1 1
-48 309 1 1
-48 301 0 1
-48 309 2 1
-48 310 0 1
-48 310 1 1
-48 310 2 1
-49 300 3 0
-50 305 5 0
-50 305 -1 1
-50 305 0 1
-50 305 1 1
-50 314 1 2
-49 313 2 1
-49 313 1 1
-50 313 0 1
-49 300 4 0
-50 300 5 0
-48 304 1 2
-50 312 0 2
-49 303 2 1
-50 302 2 1
-50 312 1 2
-50 312 2 1
-49 312 2 1
-50 303 -1 1
-50 301 5 0
-50 307 5 0
-48 302 4 0
-49 305 2 1
-48 301 2 1
-48 302 2 1
-49 300 5 0
-50 300 4 0
-49 316 1 1
-50 303 6 0
-50 310 -1 1
-50 309 3 0
-48 302 1 2
-49 301 0 2
-50 301 -1 1
-50 301 0 1
-50 301 1 1
-50 302 -1 1
-50 302 0 1
-50 302 1 1
-49 301 -1 1
-49 301 1 1
-49 302 -1 1
-49 309 3 0
-49 306 -1 1
-49 307 -1 1
-48 306 -1 1
-48 307 -1 1
-49 305 -1 1
-49 305 0 2
-49 305 1 1
-50 313 1 1
-50 313 2 1
-49 313 0 1
-50 307 3 0
-49 307 4 0
-49 315 0 1
-49 315 1 1
-49 315 2 1
-49 314 2 1
-50 303 3 0
-49 314 1 1
-49 314 0 1
-50 310 2 1
-50 315 2 1
-50 315 1 2
-50 315 0 2
-50 301 6 0
-49 302 6 0
-50 307 2 1
-49 306 0 2
-49 306 2 1
-49 307 0 2
-49 307 1 2
-49 307 2 1
-48 306 0 1
-48 306 1 1
-50 314 0 2
-50 314 2 1
-48 307 2 1
-48 307 1 1
-48 307 0 1
-48 306 2 1
-50 307 0 1
-50 307 1 1
-49 308 0 1
-49 308 1 1
-49 308 2 1
-48 308 0 1
-48 308 1 1
-48 308 2 1
-49 300 2 1
-50 300 6 0
-49 300 6 0
-50 307 -1 1
-50 306 1 1
-46 300 0 1
-50 308 -1 1
-49 303 5 0
-50 303 5 0
-47 300 2 1
-50 304 4 0
-47 304 -1 1
-47 305 -1 1
-47 306 -1 1
-47 306 0 1
-47 306 1 1
-49 306 3 0
-50 321 -1 1
-50 322 -1 1
-50 322 0 1
-50 322 1 1
-50 323 -1 1
-50 323 0 1
-50 323 1 1
-50 319 -1 1
-50 320 -1 1
-50 318 -1 1
-50 316 -1 1
-50 317 -1 1
-50 314 -1 1
-50 315 -1 1
-49 314 -1 1
-49 315 -1 1
-49 316 -1 1
-50 315 3 0
-50 313 -1 1
-49 313 -1 1
-50 311 -1 1
-50 312 -1 1
-49 311 -1 1
-49 312 -1 1
-48 304 -1 1
-49 307 3 0
-50 305 4 0
-48 305 -1 1
-49 308 3 0
-50 308 3 0
-48 310 -1 1
-48 309 -1 1
-48 308 -1 1
-49 308 -1 1
-50 310 3 0
-49 316 0 1
-50 311 4 0
-50 301 2 1
-47 302 2 1
-50 303 2 0
-47 303 2 1
-47 303 1 1
-47 303 0 1
-48 303 2 1
-48 303 1 1
-48 303 0 1
-50 317 1 1
-50 317 2 1
-50 318 0 1
-50 306 2 1
-50 308 5 0
-50 319 0 1
-50 320 1 1
-50 320 2 1
-49 301 2 1
-50 316 2 1
-50 316 1 1
-50 316 0 1
-47 301 2 1
-47 301 1 1
-50 300 2 1
-50 308 2 1
-50 304 2 0
-49 306 1 2
-50 305 2 1
-50 308 0 1
-50 301 3 0
-50 308 1 1
-50 309 -1 1
-49 306 4 0
-50 306 3 0
-48 302 0 1
-48 302 -1 1
-48 301 1 2
-48 301 -1 1
-49 310 -1 1
-49 309 -1 1
-50 311 0 1
-47 300 1 1
-47 300 0 1
-50 310 1 1
-50 312 4 0
-48 300 2 1
-50 307 6 0
-50 311 1 2
-50 312 3 0
-50 311 2 1
-49 304 2 1
-48 304 0 1
-48 304 2 1
-48 305 0 2
-48 305 1 1
-48 305 2 1
-47 304 0 1
-47 304 1 1
-47 304 2 1
-49 316 2 1
-50 300 -1 1
-50 300 0 1
-50 300 1 1
-49 300 -1 1
-49 300 0 1
-49 300 1 1
-48 300 -1 1
-48 300 0 1
-48 300 1 1
-49 304 0 1
-49 304 -1 1
-49 309 1 2
-50 309 2 1
-49 309 0 2
-49 309 2 1
-49 310 0 1
-49 310 1 1
-49 310 2 1
-48 309 0 1
-47 302 1 1
-47 302 0 1
-50 303 0 2
-47 305 0 1
-47 305 1 1
-47 305 2 1
-49 302 2 1
-47 301 0 1
