DAV_OBMAP v3 cell_size=10
-145 -527 10 0
-144 -526 10 0
-145 -527 11 0
-144 -526 11 0
-146 -527 10 0
-147 -526 10 0
-146 -527 11 0
-146 -526 11 0
-146 -528 10 0
-147 -528 10 0
-146 -528 11 0
-147 -528 11 0
-147 -529 10 0
-146 -529 11 0
-145 -530 10 0
-145 -530 11 0
-144 -529 10 0
-144 -529 11 0
-145 -528 12 0
-145 -528 8 1
-146 -529 7 1
-146 -528 7 1
-146 -527 7 1
-145 -529 7 1
-145 -528 7 1
-145 -527 7 1
-146 -526 10 0
-147 -527 10 0
-147 -527 11 0
-147 -526 11 0
-148 -527 10 0
-148 -526 10 0
-148 -527 11 0
-148 -528 10 0
-149 -528 10 0
-148 -528 11 0
-149 -528 11 0
-148 -529 10 0
-148 -529 11 0
-147 -530 10 0
-147 -529 11 0
-147 -530 11 0
-146 -529 10 0
-147 -528 12 0
-147 -528 8 1
-148 -529 7 1
-148 -528 7 1
-148 -527 7 1
-147 -529 7 1
-147 -528 7 1
-147 -527 7 1
-149 -527 10 0
-149 -526 10 0
-149 -527 11 0
-149 -526 11 0
-150 -527 10 0
-150 -527 11 0
-150 -528 10 0
-150 -528 11 0
-150 -529 10 0
-150 -529 11 0
-149 -529 10 0
-149 -530 10 0
-149 -529 11 0
-149 -530 11 0
-149 -528 12 0
-149 -528 8 1
-150 -529 7 1
-150 -528 7 1
-150 -527 7 1
-149 -529 7 1
-149 -528 7 1
-149 -527 7 1
-115 -527 9 0
-114 -526 11 0
-115 -525 11 0
-115 -525 12 0
-115 -525 8 1
-116 -526 7 1
-116 -525 7 1
-116 -524 7 1
-116 -524 11 0
-116 -524 9 0
-117 -523 10 0
-117 -523 11 0
-117 -523 9 0
-118 -525 10 0
-118 -524 10 0
-118 -524 11 0
-118 -524 9 0
-119 -525 10 0
-119 -525 11 0
-119 -525 9 0
-118 -526 10 0
-118 -527 10 0
-118 -527 11 0
-118 -527 9 0
-117 -526 10 0
-117 -527 11 0
-116 -527 10 0
-104 -525 7 1
-104 -524 7 1
-104 -523 7 1
-117 -525 8 1
-118 -526 7 1
-118 -525 7 1
-118 -524 7 1
-117 -526 7 1
-117 -525 7 1
-117 -524 7 1
-104 -523 11 0
-104 -523 9 0
-106 -524 10 0
-106 -523 10 0
-106 -523 11 0
-106 -524 9 0
-106 -523 9 0
-106 -525 10 0
-107 -525 10 0
-107 -525 11 0
-106 -525 9 0
-107 -525 9 0
-106 -526 10 0
-106 -526 11 0
-106 -526 9 0
-105 -527 10 0
-121 -525 9 0
-105 -525 10 0
-104 -526 11 0
-104 -526 9 0
-105 -525 11 0
-105 -525 12 0
-105 -525 8 1
-106 -526 7 1
-106 -525 7 1
-106 -524 7 1
-105 -526 7 1
-105 -525 7 1
-105 -524 7 1
-104 -526 7 1
-119 -526 7 1
-119 -525 7 1
-119 -524 7 1
-105 -525 9 0
-107 -524 10 0
-107 -523 10 0
-107 -524 9 0
-107 -523 9 0
-108 -523 10 0
-108 -523 9 0
-108 -525 10 0
-109 -525 10 0
-108 -525 9 0
-108 -526 10 0
-108 -526 9 0
-107 -526 10 0
-107 -527 10 0
-107 -526 9 0
-107 -527 9 0
-107 -525 12 0
-107 -525 8 1
-108 -526 7 1
-108 -525 7 1
-108 -524 7 1
-107 -526 7 1
-107 -525 7 1
-107 -524 7 1
-122 -527 11 0
-122 -527 9 0
-121 -526 10 0
-121 -527 10 0
-121 -526 11 0
-108 -524 10 0
-108 -524 9 0
-109 -524 10 0
-110 -523 10 0
-109 -524 9 0
-110 -523 9 0
-110 -525 10 0
-109 -525 9 0
-121 -526 7 1
-121 -525 7 1
-121 -524 7 1
-109 -526 9 0
-110 -526 9 0
-108 -527 10 0
-108 -527 9 0
-108 -525 11 0
-108 -525 12 0
-108 -525 8 1
-109 -526 7 1
-109 -525 7 1
-123 -524 10 0
-123 -523 10 0
-123 -524 11 0
-124 -524 10 0
-124 -524 11 0
-124 -525 10 0
-125 -525 10 0
-124 -525 11 0
-125 -525 11 0
-123 -526 10 0
-124 -527 10 0
-123 -526 11 0
-124 -527 11 0
-123 -527 10 0
-123 -527 11 0
-123 -525 12 0
-123 -525 8 1
-124 -526 7 1
-124 -525 7 1
-124 -524 7 1
-123 -526 7 1
-123 -525 7 1
-123 -524 7 1
-111 -526 7 1
-111 -525 7 1
-111 -524 7 1
-110 -526 7 1
-110 -525 7 1
-110 -524 7 1
-124 -523 10 0
-126 -524 10 0
-126 -524 11 0
-126 -525 10 0
-126 -525 11 0
-125 -526 10 0
-126 -527 10 0
-125 -526 11 0
-126 -527 11 0
-124 -526 10 0
-124 -526 11 0
-124 -525 12 0
-124 -525 8 1
-125 -526 7 1
-125 -525 7 1
-125 -524 7 1
-112 -526 9 0
-113 -526 9 0
-101 -523 10 0
-112 -527 9 0
-101 -523 11 0
-101 -523 9 0
-101 -524 10 0
-125 -524 10 0
-125 -524 11 0
-126 -523 10 0
-127 -525 10 0
-128 -524 10 0
-127 -525 11 0
-128 -524 11 0
-128 -525 10 0
-128 -525 11 0
-127 -526 10 0
-128 -527 10 0
-127 -526 11 0
-128 -527 11 0
-126 -526 10 0
-126 -526 11 0
-125 -527 10 0
-125 -527 11 0
-126 -525 12 0
-126 -525 8 1
-127 -526 7 1
-127 -525 7 1
-127 -524 7 1
-126 -526 7 1
-126 -525 7 1
-126 -524 7 1
-114 -526 9 0
-115 -526 9 0
-114 -527 10 0
-114 -527 9 0
-114 -525 11 0
-114 -525 12 0
-114 -525 8 1
-101 -524 9 0
-127 -524 10 0
-127 -524 11 0
-129 -525 10 0
-130 -524 10 0
-129 -525 11 0
-130 -524 11 0
-129 -526 10 0
-130 -526 10 0
-129 -526 11 0
-130 -526 11 0
-103 -524 10 0
-104 -524 10 0
-103 -524 11 0
-114 -524 11 0
-115 -523 10 0
-115 -523 11 0
-115 -523 9 0
-103 -525 11 0
-102 -525 9 0
-103 -526 9 0
-102 -526 10 0
-102 -526 11 0
-102 -526 9 0
-117 -525 11 0
-102 -524 12 0
-102 -524 8 1
-103 -525 7 1
-103 -524 7 1
-103 -523 7 1
-102 -525 7 1
-102 -524 7 1
-102 -523 7 1
-101 -524 11 0
-102 -523 11 0
-103 -522 10 0
-103 -522 9 0
-105 -523 10 0
-105 -523 11 0
-105 -523 9 0
-105 -524 10 0
-105 -524 11 0
-105 -524 9 0
-104 -525 10 0
-105 -526 10 0
-105 -526 11 0
-104 -525 9 0
-130 -526 8 1
-131 -527 7 1
-131 -526 7 1
-131 -525 7 1
-130 -527 7 1
-130 -526 7 1
-130 -525 7 1
-132 -525 10 0
-132 -524 11 0
-133 -525 10 0
-134 -525 10 0
-133 -525 11 0
-133 -526 10 0
-134 -526 10 0
-133 -526 11 0
-134 -526 11 0
-133 -527 10 0
-134 -527 10 0
-133 -527 11 0
-132 -528 10 0
-132 -528 11 0
-131 -527 11 0
-132 -526 12 0
-132 -526 8 1
-133 -527 7 1
-133 -526 7 1
-133 -525 7 1
-132 -527 7 1
-132 -526 7 1
-132 -525 7 1
-134 -524 10 0
-134 -525 11 0
-135 -526 10 0
-135 -525 10 0
-135 -526 11 0
-135 -525 11 0
-136 -526 10 0
-136 -526 11 0
-135 -527 10 0
-135 -528 10 0
-135 -527 11 0
-135 -528 11 0
-134 -528 10 0
-134 -527 11 0
-134 -528 11 0
-133 -528 10 0
-133 -528 11 0
-134 -526 12 0
-134 -526 8 1
-135 -527 7 1
-135 -526 7 1
-135 -525 7 1
-134 -527 7 1
-134 -526 7 1
-134 -525 7 1
-136 -525 10 0
-136 -525 11 0
-137 -525 10 0
-137 -525 11 0
-137 -527 10 0
-138 -527 10 0
-137 -527 11 0
-138 -527 11 0
-136 -527 10 0
-137 -528 10 0
-136 -527 11 0
-137 -528 11 0
-136 -528 10 0
-136 -529 10 0
-136 -528 11 0
-136 -527 12 0
-136 -527 8 1
-137 -528 7 1
-137 -527 7 1
-137 -526 7 1
-136 -528 7 1
-136 -527 7 1
-136 -526 7 1
-135 -528 7 1
-137 -526 10 0
-137 -526 11 0
-138 -526 10 0
-138 -525 10 0
-138 -526 11 0
-138 -525 11 0
-139 -525 10 0
-139 -526 11 0
-139 -526 10 0
-139 -527 10 0
-140 -527 10 0
-139 -527 11 0
-138 -528 10 0
-139 -528 10 0
-138 -528 11 0
-139 -528 11 0
-138 -529 10 0
-138 -529 11 0
-138 -527 12 0
-138 -527 8 1
-139 -528 7 1
-139 -527 7 1
-139 -526 7 1
-138 -528 7 1
-138 -527 7 1
-138 -526 7 1
-140 -526 10 0
-140 -525 10 0
-111 -524 9 0
-111 -525 10 0
-112 -525 10 0
-111 -525 9 0
-112 -525 9 0
-111 -526 10 0
-111 -526 9 0
-110 -527 10 0
-110 -527 9 0
-110 -525 11 0
-110 -525 12 0
-110 -525 8 1
-112 -524 10 0
-112 -524 9 0
-112 -523 9 0
-113 -524 10 0
-113 -524 9 0
-113 -525 10 0
-114 -525 10 0
-113 -525 9 0
-114 -525 9 0
-113 -526 10 0
-112 -526 10 0
-102 -524 10 0
-102 -524 11 0
-102 -524 9 0
-115 -524 10 0
-115 -524 9 0
-115 -525 10 0
-116 -525 10 0
-115 -525 9 0
-114 -526 10 0
-115 -527 10 0
-115 -526 10 0
-115 -525 7 1
-115 -524 7 1
-102 -523 10 0
-114 -525 7 1
-114 -524 7 1
-102 -523 9 0
-102 -522 9 0
-103 -523 10 0
-103 -523 11 0
-117 -525 10 0
-117 -525 9 0
-130 -527 10 0
-130 -527 11 0
-128 -528 10 0
-122 -524 7 1
-128 -526 11 0
-128 -526 10 0
-127 -527 10 0
-127 -527 11 0
-128 -526 12 0
-128 -526 8 1
-129 -527 7 1
-129 -526 7 1
-129 -525 7 1
-128 -527 7 1
-128 -526 7 1
-128 -525 7 1
-127 -527 7 1
-122 -525 7 1
-122 -526 7 1
-121 -525 8 1
-121 -525 12 0
-120 -526 11 0
-121 -527 9 0
-121 -527 11 0
-122 -526 11 0
-122 -527 10 0
-122 -526 10 0
-123 -525 9 0
-123 -525 11 0
-130 -525 10 0
-129 -524 10 0
-130 -525 11 0
-131 -525 10 0
-132 -524 10 0
-131 -525 11 0
-132 -525 11 0
-131 -526 10 0
-132 -526 10 0
-131 -526 11 0
-132 -526 11 0
-131 -527 10 0
-132 -527 10 0
-132 -527 11 0
-130 -528 10 0
-130 -528 11 0
-129 -527 10 0
-129 -527 11 0
-130 -526 12 0
-123 -525 10 0
-122 -524 9 0
-122 -524 11 0
-122 -525 11 0
-122 -524 10 0
-122 -525 10 0
-121 -523 9 0
-102 -522 10 0
-102 -522 11 0
-103 -524 9 0
-104 -524 9 0
-102 -525 10 0
-103 -526 10 0
-115 -527 11 0
-117 -527 9 0
-116 -526 9 0
-117 -526 11 0
-117 -527 10 0
-116 -526 10 0
-105 -526 9 0
-103 -525 10 0
-103 -526 11 0
-103 -525 9 0
-103 -524 12 0
-103 -524 8 1
-114 -526 7 1
-115 -526 7 1
-114 -523 9 0
-114 -524 9 0
-114 -523 10 0
-112 -524 7 1
-112 -525 7 1
-113 -524 7 1
-113 -525 7 1
-113 -526 7 1
-112 -525 8 1
-112 -525 12 0
-112 -525 11 0
-112 -527 10 0
-116 -527 11 0
-116 -527 9 0
-117 -525 12 0
-119 -524 10 0
-119 -523 10 0
-119 -524 11 0
-119 -523 9 0
-120 -525 10 0
-120 -524 10 0
-120 -524 11 0
-120 -524 9 0
-121 -525 10 0
-121 -525 11 0
-120 -526 10 0
-120 -527 10 0
-120 -527 11 0
-120 -527 9 0
-119 -526 10 0
-119 -527 10 0
-119 -527 11 0
-119 -527 9 0
-119 -525 12 0
-119 -525 8 1
-120 -526 7 1
-120 -525 7 1
-120 -524 7 1
-120 -525 11 0
-121 -524 10 0
-121 -523 10 0
-121 -524 11 0
-140 -526 11 0
-140 -525 11 0
-141 -526 10 0
-140 -527 11 0
-141 -526 11 0
-141 -527 10 0
-142 -527 10 0
-141 -527 11 0
-140 -528 10 0
-141 -529 10 0
-140 -528 11 0
-141 -528 11 0
-140 -529 10 0
-140 -529 11 0
-140 -527 12 0
-140 -527 8 1
-141 -528 7 1
-141 -527 7 1
-141 -526 7 1
-140 -528 7 1
-140 -527 7 1
-140 -526 7 1
-117 -524 9 0
-116 -525 9 0
-117 -524 11 0
-117 -524 10 0
-116 -524 10 0
-103 -523 9 0
-141 -525 10 0
-143 -526 10 0
-142 -527 11 0
-143 -526 11 0
-143 -527 10 0
-143 -527 11 0
-142 -528 10 0
-143 -529 10 0
-142 -528 11 0
-143 -529 11 0
-141 -528 10 0
-141 -529 11 0
-141 -527 12 0
-141 -527 8 1
-142 -528 7 1
-142 -527 7 1
-142 -526 7 1
-101 -523 7 1
-101 -524 7 1
-101 -525 7 1
-114 -524 10 0
-101 -525 9 0
-101 -525 11 0
-101 -525 10 0
-112 -526 7 1
-142 -526 10 0
-142 -526 11 0
-144 -527 10 0
-145 -526 10 0
-144 -527 11 0
-145 -526 11 0
-144 -528 10 0
-145 -528 10 0
-144 -528 11 0
-145 -528 11 0
-145 -529 10 0
-145 -529 11 0
-143 -530 10 0
-112 -523 10 0
-143 -528 11 0
-143 -528 10 0
-142 -529 10 0
-142 -529 11 0
-143 -528 12 0
-143 -528 8 1
-144 -529 7 1
-144 -528 7 1
-144 -527 7 1
-143 -529 7 1
-143 -528 7 1
-143 -527 7 1
-142 -529 7 1
-111 -524 10 0
-110 -524 9 0
-110 -524 10 0
-109 -524 7 1
-110 -526 10 0
-109 -526 10 0
-110 -525 9 0
