DAV_OBMAP v3 cell_size=10
-351 -385 11 0
-353 -385 12 0
-353 -386 13 0
-353 -385 11 2
-354 -384 10 1
-354 -384 11 1
-354 -384 12 1
-353 -384 10 1
-353 -384 11 3
-353 -384 12 1
-352 -384 10 1
-353 -387 11 0
-351 -389 13 0
-351 -387 14 0
-351 -387 10 0
-351 -379 12 1
-351 -383 10 1
-351 -384 12 0
-351 -384 13 0
-351 -384 11 0
-352 -384 12 0
-352 -384 13 0
-354 -383 10 1
-354 -383 11 1
-354 -383 12 1
-353 -383 10 1
-353 -383 11 1
-353 -383 12 1
-352 -383 10 1
-353 -386 12 0
-353 -386 11 0
-352 -387 11 0
-351 -388 13 0
-351 -388 11 0
-351 -386 13 0
-351 -386 14 0
-351 -386 11 0
-351 -386 10 0
-359 -400 11 0
-359 -400 10 0
-352 -383 12 1
-352 -383 13 0
-352 -383 11 2
-353 -382 10 1
-353 -382 11 1
-353 -382 12 1
-352 -382 10 1
-352 -382 11 1
-352 -382 12 1
-351 -382 10 1
-352 -385 12 0
-352 -385 13 0
-354 -386 12 1
-353 -386 10 1
-352 -386 13 0
-351 -381 9 1
-351 -380 9 1
-351 -379 9 1
-351 -382 12 0
-351 -383 13 0
-351 -382 11 2
-352 -381 10 1
-352 -381 11 1
-352 -381 12 1
-351 -381 10 1
-351 -381 11 2
-351 -381 12 1
-351 -382 8 1
-352 -383 7 1
-352 -383 8 1
-352 -383 9 1
-352 -382 7 1
-352 -382 8 1
-352 -382 9 1
-352 -381 7 1
-351 -383 7 1
-351 -383 8 1
-351 -383 9 1
-351 -382 7 1
-351 -382 9 1
-351 -381 7 1
-353 -394 12 0
-353 -394 13 0
-353 -394 11 0
-354 -393 12 0
-354 -393 13 0
-354 -393 11 0
-355 -393 12 0
-355 -392 12 0
-355 -392 13 0
-355 -393 11 0
-355 -392 11 0
-357 -393 12 0
-356 -393 13 0
-356 -393 11 0
-354 -395 12 0
-354 -395 11 0
-355 -394 14 0
-355 -394 11 0
-355 -394 10 0
-355 -394 12 0
-353 -393 12 0
-352 -393 12 0
-353 -393 13 0
-352 -393 11 0
-354 -392 12 0
-353 -391 12 0
-353 -392 13 0
-357 -400 11 0
-357 -400 12 0
-359 -399 11 0
-359 -400 12 0
-360 -400 11 0
-360 -400 12 0
-356 -391 11 0
-356 -393 12 0
-354 -395 13 0
-354 -393 14 0
-354 -393 10 0
-356 -400 11 0
-356 -400 12 0
-357 -399 11 0
-357 -399 12 0
-358 -399 11 0
-358 -398 11 0
-358 -400 12 0
-352 -391 11 0
-352 -390 12 0
-352 -390 13 0
-352 -390 11 0
-354 -390 12 0
-354 -389 12 0
-354 -390 13 0
-354 -389 11 0
-355 -390 12 0
-355 -390 13 0
-355 -390 11 0
-355 -391 12 0
-355 -391 13 0
-355 -391 11 0
-355 -393 13 0
-353 -392 12 0
-352 -393 13 0
-354 -391 14 0
-354 -391 10 0
-358 -398 12 0
-359 -398 11 0
-359 -398 12 0
-358 -399 13 0
-358 -399 10 0
-358 -399 9 0
-355 -398 12 0
-355 -398 11 0
-356 -397 12 0
-356 -397 11 0
-357 -397 12 0
-357 -396 12 0
-357 -397 11 0
-357 -396 11 0
-358 -397 12 0
-357 -398 13 0
-357 -398 14 0
-357 -398 11 0
-357 -398 10 0
-357 -398 12 0
-355 -397 12 0
-354 -397 12 0
-355 -397 13 0
-355 -397 11 0
-356 -396 12 0
-355 -396 12 0
-355 -396 13 0
-356 -396 11 0
-355 -396 11 0
-356 -395 12 0
-356 -395 13 0
-356 -395 11 0
-358 -396 12 0
-358 -396 13 0
-358 -396 11 0
-358 -397 13 0
-358 -398 13 0
-356 -399 13 0
-355 -398 13 0
-356 -397 13 0
-356 -397 14 0
-356 -397 10 0
-354 -396 12 0
-354 -396 13 0
-354 -396 11 0
-355 -395 12 0
-354 -394 12 0
-355 -394 13 0
-355 -395 11 0
-354 -394 11 0
-356 -394 12 0
-356 -394 13 0
-356 -394 11 0
-357 -394 12 0
-357 -394 13 0
-357 -394 11 0
-357 -397 13 0
-354 -397 11 0
-356 -396 13 0
-356 -396 14 0
-356 -396 10 0
-351 -379 11 1
-351 -379 10 1
-354 -391 13 0
-354 -391 11 0
-356 -391 12 0
-356 -392 13 0
-352 -391 13 0
-358 -399 12 0
-360 -399 11 0
-359 -399 12 0
-358 -400 13 0
-352 -380 10 1
-352 -389 12 0
-351 -389 12 0
-352 -389 13 0
-351 -389 11 0
-353 -389 12 0
-353 -388 12 0
-353 -388 13 0
-353 -388 11 0
-354 -389 13 0
-353 -392 11 0
-351 -391 12 0
-351 -391 11 0
-353 -390 13 0
-353 -390 14 0
-353 -390 11 0
-353 -390 10 0
-353 -390 12 0
-358 -397 11 0
-356 -398 12 0
-356 -398 11 0
-356 -399 12 0
-351 -388 12 0
-356 -399 11 0
-358 -400 11 0
-358 -400 9 0
-358 -400 10 0
-351 -387 12 0
-351 -387 13 0
-351 -387 11 0
-352 -387 12 0
-352 -386 12 0
-352 -387 13 0
-352 -386 11 0
-353 -387 12 0
-353 -387 13 0
-354 -386 11 1
-355 -387 10 1
-355 -386 10 1
-355 -386 11 1
-355 -386 12 1
-355 -385 10 1
-355 -385 11 1
-355 -385 12 1
-354 -386 10 1
-354 -385 10 1
-354 -385 11 1
-354 -385 12 1
-353 -385 10 1
-354 -388 12 0
-354 -388 13 0
-354 -388 11 0
-352 -388 13 0
-352 -388 14 0
-352 -388 11 0
-352 -388 10 0
-352 -388 12 0
-352 -380 11 1
-352 -380 12 1
-351 -380 10 1
-351 -380 11 1
-351 -380 12 1
-352 -391 12 0
-353 -384 13 1
-353 -383 13 1
-353 -382 13 1
-352 -382 13 1
-354 -391 12 0
-353 -391 11 0
-351 -386 12 0
-351 -390 12 0
-351 -390 13 0
-351 -390 11 0
-351 -385 12 0
-351 -385 13 0
