DAV_OBMAP v3 cell_size=10
-202 -17 14 0
-248 -50 5 0
-231 -9 6 0
-220 -45 1 1
-220 -45 0 1
-218 -33 33 0
-207 -6 16 0
-206 -6 17 0
-209 -6 15 0
-210 -2 15 0
-215 -19 28 2
-239 -28 7 1
-222 -7 28 2
-201 -23 7 0
-210 -14 6 1
-205 -48 3 1
-250 -4 1 1
-250 -4 0 2
-223 -27 2 1
-223 -27 1 2
-223 -27 0 1
-224 -27 2 2
-224 -27 1 2
-224 -27 0 1
-225 -27 1 1
-225 -27 0 1
-221 -30 3 0
-223 -28 4 0
-213 -25 21 2
-225 -28 7 0
-224 -35 7 0
-226 -31 8 0
-216 -17 16 2
-228 -16 14 2
-228 -16 13 2
-225 -16 14 2
-227 -16 14 2
-228 -14 15 1
-226 -16 14 2
-224 -17 16 1
-238 -9 0 2
-221 -7 12 2
-221 -6 12 1
-243 -10 1 2
-205 -45 38 0
-215 -49 38 0
-214 -47 38 0
-232 -14 10 0
-227 -13 11 1
-227 -14 11 1
-201 -38 16 0
-209 -30 10 2
-216 -35 0 2
-219 -21 -1 1
-218 -21 -1 1
-218 -21 0 2
-212 -42 28 2
-212 -42 27 2
-212 -42 26 2
-250 -8 2 0
-250 -8 4 1
-250 -8 3 1
-220 -46 6 0
-235 -33 4 1
-235 -8 18 0
-232 -8 18 0
-218 -48 6 1
-223 -37 3 1
-241 -12 5 1
-218 -20 23 2
-218 -19 24 2
-215 -43 25 2
-215 -43 26 2
-233 -12 0 1
-234 -12 0 1
-240 -45 2 2
-208 -47 2 2
-218 -25 4 2
-218 -25 3 2
-233 -34 21 0
-234 -34 21 0
-230 -31 22 0
-231 -31 22 0
-232 -32 21 0
-233 -32 21 0
-219 -39 7 0
-217 -25 1 1
-217 -24 1 2
-217 -11 33 2
-217 -12 29 2
-217 -11 29 2
-212 -37 9 2
-206 -40 1 1
-206 -40 0 2
-206 -40 -1 1
-207 -38 0 2
-247 -4 3 0
-211 -11 12 2
-212 -6 -1 1
-206 -6 13 0
-242 -35 10 0
-202 -7 8 1
-201 -6 9 2
-213 -38 27 2
-213 -38 28 2
-216 -43 36 0
-216 -44 36 0
-211 -24 9 2
-211 -24 8 2
-211 -25 9 2
-224 -30 22 0
-225 -30 22 0
-224 -29 22 0
-225 -48 1 1
-244 -39 4 1
-212 -6 18 2
-246 -39 4 1
-236 -23 11 1
-212 -3 39 1
-213 -2 39 1
-201 -48 26 0
-201 -48 27 0
-201 -47 27 0
-242 -9 0 2
-247 -48 0 2
-219 -7 4 2
-218 -22 19 0
-222 -1 41 1
-228 -10 12 1
-216 -43 20 2
-209 -2 9 1
-209 -3 10 2
-209 -3 9 2
-209 -3 8 1
-208 -2 9 2
-228 -3 18 0
-229 -4 18 0
-227 -2 18 0
-228 -4 18 0
-227 -3 19 0
-206 -39 33 0
-234 -5 21 1
-232 -34 8 1
-228 -6 11 0
-205 -5 4 1
-249 -43 6 0
-203 -18 0 2
-203 -18 -1 1
-205 -19 1 1
-202 -9 8 1
-212 -36 2 2
-237 -15 1 2
-237 -15 0 1
-232 -43 9 1
-231 -43 9 0
-233 -40 10 0
-232 -40 10 0
-216 -41 30 2
-222 -28 20 0
-220 -27 20 2
-221 -24 19 2
-213 -19 13 2
-228 -50 9 0
-216 -9 8 1
-218 -6 13 1
-208 -7 17 0
-207 -12 3 1
-208 -10 5 1
-217 -11 30 2
-201 -10 7 0
-236 -31 12 0
-223 -35 1 2
-204 -20 14 0
-210 -28 14 2
-210 -28 15 2
-208 -48 6 1
-206 -50 -1 1
-206 -50 0 1
-203 -49 -2 1
-203 -48 -2 1
-210 -24 10 2
-208 -9 1 1
-208 -9 0 2
-208 -9 -1 1
-217 -22 19 0
-217 -21 18 0
-217 -21 19 0
-218 -9 10 1
-216 -8 -1 1
-214 -21 5 1
-210 -20 9 2
-213 -34 -1 1
-209 -20 9 2
-216 -45 13 1
-230 -44 6 1
-207 -11 27 0
-238 -35 1 2
-219 -6 41 1
-242 -19 9 0
-241 -20 10 0
-226 -26 18 1
-226 -26 19 2
-226 -25 17 2
-226 -25 18 2
-215 -33 -1 1
-214 -33 -1 1
-201 -8 12 0
-236 -32 12 0
-236 -30 13 0
-237 -32 13 0
-237 -31 12 0
-216 -45 23 2
-216 -45 22 2
-205 -22 7 0
-205 -21 6 0
-204 -22 7 0
-208 -22 6 0
-244 -9 3 1
-244 -9 4 1
-244 -11 5 1
-214 -21 28 2
-221 -44 13 0
-222 -43 14 0
-211 -17 18 2
-211 -17 19 2
-211 -17 20 2
-211 -17 21 2
-211 -17 22 2
-211 -17 23 2
-211 -17 24 2
-225 -43 8 0
-225 -43 9 0
-225 -43 10 0
-217 -32 20 2
-217 -32 21 2
-217 -32 22 2
-217 -32 23 2
-234 -1 22 1
-234 -1 21 1
-234 -1 20 2
-216 -18 28 2
-243 -46 12 0
-243 -46 13 0
-243 -45 12 0
-243 -45 13 0
-239 -14 8 0
-238 -12 8 0
-235 -14 9 1
-237 -13 10 0
-237 -12 9 0
-208 -40 19 2
-237 -12 5 0
-220 -21 31 1
-227 -6 4 1
-217 -14 14 2
-217 -21 16 0
-219 -20 17 2
-217 -22 17 0
-218 -20 17 2
-223 -45 10 0
-222 -45 11 0
-213 -4 9 1
-210 -5 11 1
-209 -4 8 1
-204 -4 10 1
-204 -4 9 1
-204 -4 8 2
-238 -25 0 1
-233 -4 5 1
-235 -9 0 2
-232 -9 6 0
-222 -20 15 1
-235 -20 23 0
-234 -19 23 0
-234 -21 22 0
-240 -37 0 1
-240 -36 0 1
-239 -38 0 1
-239 -38 1 2
-246 -23 5 0
-246 -23 4 0
-213 -21 3 2
-236 -23 6 1
-239 -27 5 0
-215 -8 20 1
-211 -7 19 1
-225 -8 -1 1
-225 -9 1 1
-225 -9 0 2
-225 -9 -1 1
-214 -10 9 2
-215 -31 27 2
-206 -44 6 1
-206 -21 5 0
-205 -22 4 0
-201 -28 -1 1
-240 -44 1 2
-241 -45 0 1
-225 -48 5 0
-208 -18 3 2
-220 -33 8 1
-210 -16 10 1
-212 -20 3 1
-236 -25 26 0
-234 -22 23 0
-241 -16 10 0
-213 -30 15 2
-213 -30 14 2
-240 -37 1 2
-241 -35 2 1
-230 -11 -1 1
-230 -11 0 1
-229 -11 -1 1
-237 -37 21 0
-237 -37 22 0
-222 -50 2 1
-230 -16 16 0
-230 -16 17 0
-230 -18 19 0
-230 -18 18 0
-228 -16 18 0
-220 -50 2 1
-235 -37 8 2
-234 -3 19 1
-233 -4 19 1
-233 -3 19 1
-231 -3 19 0
-235 -43 9 1
-217 -43 33 2
-217 -43 32 2
-219 -12 36 1
-202 -22 2 1
-204 -23 2 1
-206 -44 35 0
-240 -47 7 1
-240 -47 6 1
-241 -47 8 2
-242 -47 8 1
-239 -49 9 1
-245 -30 6 2
-210 -21 14 0
-207 -21 14 0
-211 -23 12 0
-211 -23 13 0
-210 -23 15 0
-218 -6 4 1
-205 -24 10 0
-206 -23 11 0
-221 -4 17 1
-204 -22 4 0
-213 -48 16 0
-227 -45 0 1
-227 -45 1 1
-242 -27 2 1
-203 -49 23 0
-203 -48 23 0
-224 -44 10 0
-222 -44 10 0
-236 -22 24 0
-212 -42 22 2
-212 -42 23 2
-212 -42 24 2
-212 -41 34 2
-218 -28 31 0
-218 -28 30 0
-226 -18 18 1
-236 -38 12 0
-210 -44 24 2
-210 -44 25 2
-237 -43 1 2
-237 -43 2 2
-210 -9 17 0
-239 -9 0 2
-211 -21 11 2
-211 -22 11 1
-212 -20 11 1
-213 -26 10 2
-202 -6 12 0
-234 -8 9 0
-235 -7 8 0
-238 -48 10 0
-237 -49 10 0
-240 -44 10 0
-208 -35 4 1
-204 -48 11 1
-204 -48 12 2
-201 -13 16 0
-205 -14 17 0
-203 -12 15 0
-205 -16 15 0
-218 -9 35 0
-219 -12 14 2
-222 -33 -1 1
-223 -40 11 0
-217 -32 28 2
-219 -24 16 0
-228 -11 12 2
-209 -24 16 0
-220 -36 10 0
-220 -39 9 0
-225 -46 5 0
-202 -33 7 1
-211 -3 42 0
-213 -24 6 2
-214 -23 1 2
-214 -24 1 1
-214 -25 1 1
-237 -21 19 0
-217 -39 29 2
-217 -40 31 2
-217 -40 30 2
-204 -48 36 0
-203 -49 36 0
-203 -48 37 0
-237 -25 5 1
-236 -25 5 2
-217 -19 13 2
-217 -6 9 1
-219 -7 9 2
-204 -20 4 0
-214 -13 1 1
-214 -13 0 1
-214 -13 -1 1
-211 -6 41 1
-205 -18 7 0
-246 -43 3 1
-212 -15 22 2
-212 -15 23 2
-217 -5 39 1
-217 -6 41 1
-217 -6 40 2
-217 -6 39 1
-218 -46 -1 1
-243 -1 8 2
-207 -5 11 1
-241 -47 9 1
-231 -14 22 0
-233 -12 7 0
-231 -5 7 0
-213 -2 7 1
-236 -25 15 1
-210 -49 6 1
-210 -50 6 1
-224 -39 7 0
-215 -35 -1 1
-217 -44 7 2
-223 -36 1 2
-222 -27 14 0
-225 -30 14 0
-224 -27 14 0
-210 -29 25 2
-210 -29 26 2
-210 -29 27 2
-209 -11 7 2
-215 -34 8 2
-229 -29 19 0
-230 -28 17 1
-230 -28 18 1
-230 -28 19 1
-230 -27 17 2
-230 -27 18 2
-213 -45 33 2
-201 -19 8 1
-207 -21 -1 1
-210 -17 13 2
-246 -46 9 0
-218 -6 28 1
-221 -39 11 0
-207 -7 35 0
-227 -37 5 1
-226 -36 4 0
-215 -16 15 2
-215 -16 14 2
-222 -6 32 1
-222 -7 32 1
-201 -6 20 0
-212 -2 6 1
-212 -2 7 2
-212 -2 8 2
-212 -1 8 1
-241 -9 7 0
-215 -22 28 1
-215 -21 28 2
-215 -20 28 2
-227 -38 0 1
-227 -37 0 1
-214 -10 31 1
-213 -12 31 1
-205 -50 2 2
-205 -50 3 2
-214 -26 26 2
-214 -26 27 2
-214 -26 28 2
-214 -26 29 2
-213 -37 34 0
-213 -38 35 0
-213 -38 34 2
-214 -37 35 0
-214 -37 34 0
-217 -31 33 0
-206 -28 4 1
-201 -14 13 0
-227 -6 14 0
-227 -8 0 2
-236 -39 20 0
-217 -24 32 0
-216 -23 31 0
-205 -48 12 1
-220 -43 12 0
-235 -42 2 1
-206 -38 4 1
-207 -38 4 2
-204 -21 1 1
-216 -5 41 1
-233 -41 8 1
-232 -40 8 1
-209 -13 4 1
-209 -12 2 2
-222 -25 16 2
-222 -26 16 1
-216 -7 15 2
-201 -4 7 0
-204 -13 5 0
-201 -9 -1 1
-222 -15 8 1
-211 -7 36 1
-220 -15 11 1
-240 -38 16 0
-240 -39 16 0
-240 -40 16 0
-240 -41 16 0
-235 -42 16 0
-239 -34 8 1
-240 -33 9 1
-209 -21 5 1
-243 -13 10 0
-248 -5 11 0
-245 -5 10 0
-250 -3 10 0
-247 -3 4 0
-249 -31 1 1
-250 -29 1 1
-250 -30 1 1
-250 -31 1 1
-229 -48 11 0
-231 -47 11 0
-230 -47 11 0
-213 -8 13 1
-213 -7 13 2
-213 -6 13 1
-212 -8 13 1
-218 -14 3 2
-218 -14 2 1
-219 -14 4 2
-231 -21 22 0
-233 -22 22 0
-231 -19 22 0
-205 -50 18 1
-206 -49 20 2
-205 -48 20 2
-210 -12 20 2
-218 -23 34 1
-203 -36 9 1
-202 -35 9 2
-201 -12 10 1
-219 -9 13 0
-219 -7 39 1
-222 -41 5 0
-220 -33 6 1
-215 -6 2 1
-248 -1 7 0
-213 -19 22 2
-223 -24 8 1
-206 -36 5 1
-246 -8 5 0
-235 -7 10 0
-209 -10 29 1
-235 -7 9 0
-211 -8 16 1
-205 -34 4 0
-248 -27 5 0
-248 -25 7 0
-212 -50 26 2
-210 -10 28 1
-208 -11 27 0
-202 -31 -1 1
-202 -16 3 0
-243 -36 11 0
-213 -49 1 1
-220 -9 13 0
-240 -36 10 0
-220 -22 33 1
-220 -22 34 1
-220 -21 32 1
-220 -21 33 1
-244 -25 10 0
-244 -24 10 0
-235 -44 11 0
-208 -2 39 0
-204 -5 39 0
-205 -5 39 0
-207 -4 40 0
-205 -1 40 0
-206 -1 40 0
-208 -3 40 0
-205 -7 40 0
-206 -7 40 0
-206 -6 40 0
-204 -3 41 0
-242 -49 11 0
-248 -43 3 0
-247 -43 3 0
-249 -43 3 0
-249 -42 3 0
-202 -46 16 0
-214 -7 34 2
-214 -6 34 1
-249 -9 5 1
-250 -11 1 1
-220 -19 1 2
-214 -33 28 2
-214 -33 29 2
-214 -32 9 2
-214 -32 10 2
-244 -28 11 0
-204 -1 13 0
-211 -22 4 2
-216 -36 32 0
-201 -21 6 0
-201 -19 6 0
-207 -16 4 1
-219 -33 17 0
-229 -19 15 1
-223 -23 12 1
-222 -23 12 2
-216 -17 28 2
-216 -17 30 1
-216 -16 28 2
-216 -16 29 2
-216 -16 30 1
-215 -17 28 2
-215 -17 29 2
-215 -17 30 1
-215 -16 28 2
-201 -3 6 0
-202 -36 -2 1
-201 -4 6 0
-203 -43 -1 1
-201 -43 6 1
-241 -35 7 1
-206 -6 2 2
-205 -9 5 0
-205 -9 3 1
-221 -25 20 2
-222 -27 20 2
-223 -26 21 0
-203 -49 39 0
-204 -48 39 0
-204 -47 38 0
-204 -47 39 0
-203 -48 38 0
-206 -30 -1 1
-206 -32 2 1
-206 -31 2 0
-205 -30 3 0
-212 -5 41 1
-220 -4 2 1
-231 -16 14 0
-229 -14 17 0
-205 -5 25 0
-206 -42 7 1
-206 -42 8 1
-205 -44 7 1
-205 -44 8 1
-205 -43 7 2
-205 -42 7 1
-204 -44 7 2
-204 -18 30 1
-204 -17 28 1
-204 -17 29 1
-204 -17 30 1
-208 -15 27 0
-215 -45 14 2
-238 -19 19 0
-235 -18 21 0
-212 -50 32 2
-212 -50 31 2
-244 -10 4 2
-219 -31 3 2
-218 -5 18 1
-207 -49 30 2
-207 -49 29 2
-211 -43 15 2
-211 -43 16 2
-211 -43 20 2
-220 -35 9 0
-242 -6 7 0
-208 -47 19 2
-208 -45 16 2
-201 -46 27 0
-211 -49 35 0
-211 -48 35 0
-241 -24 12 0
-219 -43 17 0
-219 -47 10 1
-212 -41 25 2
-212 -41 24 2
-227 -20 17 2
-229 -9 19 0
-227 -12 19 0
-223 -22 20 0
-224 -21 21 0
-223 -23 21 0
-203 -45 3 1
-203 -45 2 2
-201 -48 11 1
-215 -7 26 2
-211 -49 25 2
-207 -49 38 0
-205 -48 39 0
-207 -48 37 0
-205 -47 37 0
-204 -48 37 0
-207 -49 36 0
-207 -14 8 1
-206 -15 6 0
-225 -50 2 1
-206 -15 5 0
-225 -50 4 1
-224 -50 2 1
-215 -9 21 0
-224 -50 4 1
-216 -31 21 2
-216 -8 21 1
-226 -24 15 1
-226 -24 16 1
-211 -14 1 1
-235 -20 17 0
-234 -24 18 2
-234 -25 18 2
-235 -24 18 2
-210 -10 -1 1
-205 -33 8 0
-205 -34 9 0
-201 -33 10 1
-216 -43 25 2
-216 -43 24 2
-203 -50 -1 1
-201 -47 0 1
-203 -48 5 0
-218 -22 33 1
-218 -22 32 1
-217 -26 34 0
-241 -9 11 0
-205 -47 5 1
-205 -47 6 1
-242 -7 10 0
-240 -9 3 0
-242 -45 10 0
-239 -50 11 0
-240 -50 10 0
-245 -45 11 0
-216 -46 3 1
-216 -48 3 2
-217 -48 5 1
-210 -12 2 1
-209 -18 5 2
-208 -13 8 2
-209 -13 8 1
-250 -8 8 0
-250 -8 7 0
-250 -9 7 0
-221 -39 2 2
-222 -39 1 2
-223 -12 7 1
-230 -23 17 1
-230 -23 18 1
-216 -27 10 2
-216 -27 9 2
-216 -28 31 2
-216 -28 30 2
-202 -11 33 1
-202 -11 32 1
-202 -11 31 1
-248 -39 4 0
-203 -10 9 2
-206 -35 5 0
-205 -36 -1 1
-242 -10 9 0
-204 -50 35 0
-237 -19 9 1
-210 -19 9 2
-206 -15 9 0
-237 -22 9 1
-216 -35 34 0
-237 -27 9 1
-210 -6 45 0
-210 -5 44 0
-208 -4 45 0
-208 -4 43 0
-236 -35 24 0
-236 -39 21 0
-235 -40 23 0
-239 -38 22 0
-239 -37 22 0
-240 -37 23 0
-227 -27 1 1
-227 -27 0 1
-201 -48 28 0
-211 -30 10 2
-212 -31 9 2
-211 -30 8 0
-219 -31 20 0
-235 -21 1 1
-208 -27 26 2
-208 -27 27 2
-205 -23 11 0
-240 -16 5 0
-223 -38 5 0
-217 -9 8 1
-243 -1 13 1
-240 -16 1 1
-240 -16 0 1
-244 -48 12 0
-242 -47 13 0
-242 -47 12 0
-223 -24 9 1
-235 -22 6 1
-236 -6 5 1
-226 -46 13 0
-223 -47 12 0
-226 -44 12 0
-225 -47 12 0
-223 -47 11 0
-242 -33 8 1
-242 -33 7 1
-241 -32 14 0
-241 -32 13 0
-241 -32 12 0
-241 -32 11 0
-238 -35 8 2
-218 -23 25 0
-222 -9 10 0
-233 -22 7 1
-222 -41 6 0
-220 -34 6 1
-220 -32 5 1
-211 -6 -1 1
-210 -31 32 2
-210 -31 31 2
-239 -17 6 0
-235 -14 6 1
-242 -18 6 0
-239 -15 6 0
-239 -16 6 0
-241 -49 2 1
-206 -12 3 0
-221 -13 11 2
-213 -25 16 2
-211 -4 18 1
-212 -4 18 2
-201 -24 11 0
-201 -23 11 0
-202 -23 12 0
-202 -22 12 0
-207 -23 11 0
-206 -22 12 0
-205 -22 12 0
-204 -21 12 0
-216 -32 9 2
-216 -16 24 2
-205 -37 11 2
-205 -36 11 1
-236 -5 3 1
-204 -10 14 0
-246 -30 7 1
-206 -12 14 0
-229 -10 5 1
-231 -19 7 1
-231 -20 7 1
-221 -30 0 1
-217 -26 29 2
-205 -28 15 0
-211 -21 4 2
-207 -38 32 0
-207 -37 32 0
-216 -36 1 1
-239 -27 11 0
-238 -27 12 0
-240 -41 19 0
-240 -41 18 0
-240 -42 17 0
-241 -45 20 0
-224 -11 8 2
-213 -41 29 2
-213 -41 28 2
-213 -41 27 2
-233 -35 22 0
-232 -35 23 0
-204 -23 33 1
-230 -30 18 0
-231 -28 18 1
-211 -1 1 1
-248 -39 3 1
-248 -39 2 1
-248 -39 1 1
-249 -37 1 1
-249 -38 1 1
-249 -39 2 1
-249 -39 1 1
-209 -37 31 0
-206 -27 -1 1
-205 -27 -1 1
-205 -27 0 2
-205 -27 1 2
-209 -27 6 1
-215 -11 1 2
-213 -2 10 1
-212 -1 11 2
-201 -32 3 1
-237 -26 10 1
-211 -10 12 1
-245 -5 1 1
-222 -3 18 1
-222 -3 17 1
-230 -16 19 0
-201 -30 8 0
-214 -20 25 2
-244 -6 0 2
-237 -36 13 0
-233 -32 9 0
-239 -32 13 0
-238 -39 13 0
-240 -35 13 0
-237 -33 14 0
-237 -34 14 0
-223 -48 6 0
-211 -8 12 1
-222 -32 3 0
-242 -2 1 2
-218 -13 5 1
-249 -1 4 0
-243 -1 2 1
-223 -20 15 1
-223 -50 1 2
-223 -50 -1 1
-207 -10 -1 1
-219 -38 35 0
-215 -38 36 0
-215 -37 36 0
-219 -37 34 0
-237 -33 16 0
-236 -32 19 0
-233 -34 17 0
-234 -33 18 0
-235 -23 13 1
-246 -40 7 1
-246 -40 6 1
-246 -40 5 1
-221 -5 8 1
-221 -5 9 1
-221 -25 6 1
-221 -25 5 1
-222 -24 6 2
-232 -36 21 0
-231 -36 21 0
-236 -35 20 0
-237 -32 20 0
-235 -37 20 0
-234 -39 20 0
-233 -39 20 0
-229 -27 3 2
-229 -27 2 1
-216 -43 11 1
-229 -42 6 1
-214 -33 12 2
-214 -33 13 2
-214 -33 14 2
-214 -33 15 2
-214 -33 16 2
-245 -32 9 0
-247 -13 3 1
-247 -13 4 1
-216 -35 14 0
-239 -40 11 0
-214 -41 13 2
-217 -22 13 0
-219 -20 13 1
-212 -44 34 2
-218 -47 14 1
-212 -11 31 1
-244 -43 4 1
-208 -8 39 0
-222 -31 8 0
-223 -30 4 0
-223 -30 5 0
-223 -30 3 0
-234 -20 20 0
-238 -32 3 2
-208 -39 35 0
-221 -17 0 2
-215 -28 32 2
-215 -27 9 2
-215 -27 10 2
-215 -27 11 2
-224 -45 14 0
-224 -46 13 0
-225 -45 13 0
-225 -46 12 0
-224 -45 11 0
-225 -44 11 0
-210 -1 4 1
-245 -44 3 1
-245 -43 3 1
-244 -45 3 1
-244 -44 3 1
-244 -43 3 1
-249 -44 5 0
-249 -44 6 0
-215 -33 0 1
-218 -40 5 1
-218 -40 6 1
-217 -40 5 2
-217 -40 6 2
-216 -40 5 1
-242 -9 -1 1
-234 -18 3 1
-234 -18 2 1
-208 -26 9 2
-211 -44 19 2
-211 -46 19 2
-249 -44 1 2
-218 -43 34 0
-202 -21 7 0
-201 -18 10 1
-201 -18 9 1
-201 -18 8 1
-201 -20 6 0
-206 -49 29 2
-219 -41 7 1
-219 -22 18 0
-216 -20 18 2
-217 -19 18 2
-201 -42 1 1
-216 -32 32 2
-209 -21 7 1
-209 -21 8 1
-208 -21 6 1
-218 -17 5 1
-222 -7 15 2
-214 -10 34 1
-214 -11 34 2
-214 -12 34 1
-215 -10 34 1
-230 -13 11 0
-230 -14 11 0
-210 -2 13 0
-210 -1 15 0
-205 -4 16 0
-203 -30 9 1
-203 -30 8 1
-204 -29 8 0
-204 -30 9 1
-204 -30 8 1
-235 -13 8 0
-242 -41 8 1
-242 -41 7 1
-242 -41 6 1
-237 -31 3 2
-240 -44 9 1
-224 -25 8 1
-224 -26 8 1
-220 -29 15 0
-219 -30 14 0
-219 -29 14 0
-226 -32 8 0
-226 -32 9 0
-226 -31 9 0
-225 -32 8 0
-225 -32 9 0
-209 -19 3 2
-206 -46 19 2
-206 -43 18 2
-207 -44 17 2
-207 -44 18 2
-238 -48 3 2
-208 -47 28 2
-208 -47 29 2
-208 -47 30 2
-208 -47 31 2
-208 -46 16 2
-208 -46 22 2
-208 -46 23 2
-208 -46 24 2
-208 -46 25 2
-218 -17 23 2
-222 -31 17 0
-222 -30 18 0
-222 -31 19 0
-215 -30 32 2
-215 -29 9 2
-215 -29 10 2
-215 -29 11 2
-215 -29 12 2
-215 -29 13 2
-232 -49 8 1
-231 -49 6 1
-222 -6 3 1
-222 -33 6 0
-219 -21 19 0
-219 -43 9 1
-211 -26 6 1
-216 -26 9 2
-216 -26 10 2
-216 -26 11 2
-216 -23 8 1
-216 -22 8 1
-210 -24 13 2
-210 -24 12 2
-210 -25 26 2
-210 -25 25 2
-220 -20 15 1
-220 -20 14 1
-207 -16 3 1
-214 -27 9 2
-214 -27 10 2
-218 -21 26 2
-227 -29 3 1
-227 -29 2 1
-228 -28 4 1
-228 -28 3 2
-228 -28 2 1
-216 -22 24 0
-211 -7 38 1
-233 -5 7 0
-206 -1 11 0
-234 -5 6 1
-214 -2 41 1
-240 -19 4 0
-240 -19 5 0
-239 -20 5 0
-216 -15 20 2
-216 -15 21 2
-223 -6 21 1
-211 -1 42 0
-216 -15 22 2
-202 -26 34 0
-203 -27 33 0
-216 -47 34 0
-219 -38 13 0
-216 -39 12 0
-216 -48 34 0
-215 -40 13 2
-218 -37 11 0
-206 -1 14 0
-213 -5 16 1
-212 -5 16 2
-233 -29 21 0
-249 -2 -1 1
-232 -24 20 0
-237 -24 15 1
-233 -24 20 0
-212 -1 14 2
-213 -2 9 1
-212 -2 9 2
-238 -30 25 0
-233 -29 23 0
-233 -29 24 0
-232 -29 24 0
-205 -37 30 0
-212 -18 21 2
-217 -28 19 2
-218 -9 9 1
-214 -10 25 0
-211 -47 36 0
-212 -41 17 2
-212 -41 18 2
-210 -29 23 2
-215 -20 27 2
-218 -18 27 2
-209 -20 0 2
-247 -49 -1 1
-208 -32 5 2
-238 -41 4 1
-213 -41 19 2
-211 -49 26 2
-218 -45 20 0
-217 -43 20 0
-232 -14 18 0
-206 -29 5 0
-209 -31 6 1
-208 -31 6 2
-207 -31 6 1
-208 -39 8 2
-207 -49 19 2
-231 -18 13 2
-218 -9 13 0
-234 -45 6 1
-235 -45 8 2
-235 -45 7 1
-218 -10 -1 1
-219 -9 2 1
-220 -6 5 2
-220 -6 4 2
-236 -19 0 1
-240 -22 3 1
-204 -11 1 1
-204 -11 2 1
-204 -10 2 1
-219 -17 23 2
-210 -16 1 1
-214 -34 4 1
-210 -16 2 1
-203 -36 -1 1
-204 -35 5 0
-205 -12 9 0
-236 -21 4 1
-235 -22 3 2
-220 -37 4 0
-219 -37 5 0
-245 -49 6 1
-236 -28 20 0
-235 -30 18 0
-238 -15 4 0
-240 -22 1 2
-242 -35 7 1
-242 -36 8 1
-242 -36 7 1
-238 -33 10 0
-209 -11 15 0
-202 -23 -1 1
-229 -50 3 2
-229 -50 2 1
-230 -48 3 1
-207 -33 1 1
-218 -12 9 1
-217 -7 9 2
-217 -8 9 1
-239 -15 4 0
-210 -29 30 2
-210 -29 31 2
-216 -43 13 1
-216 -14 25 2
-216 -14 26 2
-220 -23 12 0
-220 -22 12 0
-221 -29 17 0
-219 -28 17 0
-231 -2 19 0
-226 -11 13 2
-226 -11 12 2
-240 -15 1 1
-240 -15 0 1
-202 -18 0 2
-215 -10 7 2
-201 -9 14 0
-249 -46 2 1
-249 -46 1 2
-201 -38 6 1
-218 -33 2 2
-206 -45 33 0
-228 -30 7 1
-228 -34 4 2
-216 -21 14 0
-224 -22 22 0
-225 -20 22 0
-242 -19 10 0
-202 -14 0 2
-219 -15 0 1
-211 -48 37 0
-220 -2 6 1
-220 -2 5 1
-231 -27 3 2
-214 -26 5 1
-216 -23 7 1
-216 -24 7 2
-216 -25 7 1
-215 -20 8 1
-215 -20 7 1
-215 -20 6 1
-203 -28 12 0
-205 -24 13 0
-241 -38 16 0
-241 -37 16 0
-212 -7 13 2
-226 -30 11 0
-226 -30 10 0
-205 -31 7 0
-205 -32 7 0
-206 -31 7 0
-206 -32 7 0
-206 -32 6 0
-203 -29 7 0
-203 -29 6 0
-203 -30 7 1
-204 -29 7 0
-247 -1 3 0
-219 -33 11 0
-213 -40 15 2
-213 -40 14 2
-213 -40 13 2
-207 -41 4 2
-208 -41 4 1
-205 -43 2 2
-205 -43 3 2
-202 -37 9 2
-232 -44 11 0
-231 -44 11 0
-202 -14 9 2
-202 -13 8 2
-222 -40 5 0
-216 -25 17 2
-216 -25 16 2
-216 -25 15 2
-216 -25 14 2
-223 -3 16 1
-206 -4 43 0
-214 -4 43 0
-209 -3 41 0
-209 -6 42 0
-208 -7 43 0
-207 -1 42 0
-206 -1 42 0
-205 -1 42 0
-213 -6 42 0
-207 -4 41 0
-207 -5 41 0
-206 -5 41 0
-208 -2 40 0
-207 -2 40 0
-206 -3 40 0
-205 -3 39 0
-209 -4 40 0
-208 -4 40 0
-208 -5 39 0
-210 -3 40 1
-208 -1 39 0
-207 -1 38 0
-236 -43 4 1
-221 -5 1 2
-202 -3 12 0
-201 -3 15 0
-243 -25 8 0
-203 -45 30 0
-239 -46 18 0
-210 -26 12 2
-210 -26 13 2
-227 -7 12 0
-227 -8 13 0
-201 -8 11 1
-201 -9 11 1
-241 -30 4 1
-247 -8 4 0
-247 -8 3 0
-231 -19 16 0
-231 -19 18 0
-205 -37 6 1
-216 -14 16 2
-216 -14 15 2
-216 -15 28 2
-236 -1 2 2
-236 -1 3 1
-236 -1 4 1
-235 -2 2 2
-235 -2 4 1
-246 -28 11 0
-208 -6 8 1
-208 -7 8 2
-222 -20 8 1
-216 -43 19 2
-215 -44 11 1
