DAV_OBMAP v3 cell_size=10
5 53 13 0
8 58 15 0
7 53 15 0
7 54 14 0
5 58 15 0
4 54 16 0
6 56 15 0
1 54 9 1
3 55 10 0
3 56 10 0
11 55 8 1
9 55 14 0
6 55 14 0
5 59 15 0
3 55 16 0
4 56 15 0
2 59 9 0
7 58 11 0
10 57 11 1
9 59 12 0
9 57 14 0
8 60 15 0
5 61 16 0
3 57 15 0
6 58 16 0
6 59 6 1
4 56 6 1
4 55 6 1
9 58 11 1
8 63 11 0
9 58 14 0
7 58 13 0
15 68 20 0
26 90 18 0
23 91 19 0
27 88 18 0
26 87 18 0
26 86 18 0
25 86 18 0
27 91 18 1
22 89 18 0
27 86 17 0
27 85 17 0
27 84 17 0
24 91 18 1
25 91 18 1
24 91 24 0
23 92 24 0
19 94 24 0
21 93 25 0
19 96 26 0
23 94 25 0
21 94 27 0
27 96 21 1
9 72 13 0
5 76 14 0
5 72 14 0
3 74 14 0
1 74 13 1
0 74 12 2
9 74 11 1
9 74 12 1
9 74 13 1
4 72 14 0
4 74 14 0
6 71 10 1
5 80 17 0
7 79 17 0
5 82 18 0
8 56 9 2
8 56 10 1
8 57 8 1
8 57 9 2
8 57 10 1
8 58 8 1
8 58 9 1
8 58 10 1
9 56 8 1
2 89 21 0
3 81 17 0
16 90 18 1
7 67 11 1
7 68 10 1
7 68 11 1
7 69 9 1
7 69 10 2
7 69 11 1
18 56 11 2
0 72 13 0
10 87 18 0
16 99 22 0
17 50 12 1
18 51 13 1
8 55 12 0
8 56 12 0
4 61 8 1
26 93 16 1
26 93 17 2
27 91 15 1
10 53 9 1
11 54 10 2
15 51 9 1
9 54 12 0
9 53 12 0
17 95 17 2
17 55 14 0
16 86 19 0
2 73 13 1
2 74 11 2
2 74 12 2
2 74 13 1
2 90 11 1
14 62 17 0
12 65 19 0
16 92 13 1
16 93 13 1
4 91 14 1
4 90 14 1
0 95 15 0
6 95 12 1
6 95 13 1
2 78 15 0
11 84 19 0
10 58 12 1
10 58 11 1
5 83 11 1
3 83 14 1
8 82 13 1
8 82 12 2
8 82 11 1
8 81 13 1
8 81 12 2
8 81 11 1
7 82 13 1
7 82 11 1
7 81 13 1
7 81 12 2
10 56 12 0
15 97 18 1
17 53 13 1
27 83 16 1
27 83 15 1
27 83 14 2
32 83 16 1
32 83 15 1
32 83 14 1
31 83 16 1
31 83 15 2
31 83 14 1
30 83 16 1
30 83 15 2
30 83 14 2
24 80 15 0
25 80 15 1
26 76 16 0
25 83 17 0
26 82 16 1
31 85 17 0
31 84 17 0
30 83 17 0
30 82 16 1
25 79 18 0
26 79 17 0
18 54 12 2
9 86 19 0
15 90 15 1
12 62 13 0
12 62 14 0
13 65 13 0
12 65 13 0
32 82 19 0
32 82 18 0
31 81 17 0
26 81 19 0
27 81 18 0
29 83 20 0
29 82 19 0
29 82 18 0
28 79 20 0
28 79 19 0
30 80 20 0
13 71 12 1
30 82 15 2
3 79 17 0
4 81 12 1
1 68 15 0
8 72 10 2
8 72 11 1
8 72 12 1
8 73 10 2
8 73 11 2
8 73 12 1
8 74 10 1
5 74 14 0
17 54 12 1
17 53 12 1
4 59 13 0
4 54 14 0
4 55 13 0
8 59 15 0
16 52 12 2
17 52 12 1
14 63 11 2
16 96 22 0
25 77 17 0
26 78 17 0
27 78 17 0
34 78 18 0
33 78 17 0
28 83 18 0
29 81 16 1
28 75 18 0
33 81 19 0
32 81 18 0
31 80 17 0
26 80 19 0
27 80 18 0
30 82 20 0
30 81 19 0
30 81 18 0
30 80 17 0
30 80 16 1
28 78 20 0
28 78 19 0
29 78 18 0
31 79 20 0
31 79 19 0
31 81 15 2
31 81 14 1
31 81 13 1
30 81 14 2
10 73 18 0
11 73 19 0
29 78 15 1
29 77 15 2
29 76 15 1
34 74 15 1
25 75 16 0
26 75 15 0
27 74 15 1
28 74 15 1
31 68 16 0
31 69 16 0
31 77 16 0
34 71 17 0
33 72 16 0
32 72 16 0
27 77 17 0
28 76 17 0
28 75 16 0
29 74 15 1
33 75 18 0
31 74 16 0
26 73 18 0
27 73 17 0
28 73 16 0
31 70 18 0
31 71 18 0
30 75 19 0
30 75 18 0
30 74 17 0
30 74 16 0
28 71 19 0
25 74 14 1
25 73 14 1
32 74 14 2
32 74 13 1
32 74 12 1
32 73 14 1
32 73 13 1
32 73 12 1
32 72 13 1
32 72 12 1
31 74 14 2
31 74 13 2
31 74 12 1
30 74 14 2
27 65 11 1
27 64 13 1
27 64 12 2
27 64 11 1
27 63 13 1
27 63 12 1
27 63 11 1
23 71 12 2
23 70 12 1
28 67 13 1
27 67 13 1
26 70 14 0
25 69 14 0
28 64 15 0
27 65 14 0
26 65 14 0
4 85 12 2
8 85 12 2
28 54 11 1
8 84 12 2
28 55 11 1
22 52 10 1
23 52 10 1
24 50 10 2
24 50 11 1
24 50 12 1
24 51 10 1
24 51 11 2
5 76 12 2
5 76 13 1
5 77 11 1
5 77 13 1
12 66 14 0
10 64 13 0
1 61 6 1
2 56 9 1
5 59 10 0
0 57 5 1
15 63 19 0
20 64 17 0
21 65 18 0
18 61 17 0
17 59 18 0
19 63 15 0
20 62 16 0
21 62 16 0
21 62 17 0
22 61 17 0
11 85 20 0
6 79 20 0
6 86 19 0
5 87 19 0
11 82 19 0
9 79 18 0
9 78 18 0
10 80 17 0
11 80 17 0
11 83 15 0
27 76 19 0
32 74 18 0
7 99 18 0
6 98 18 0
29 75 18 0
3 52 11 0
9 98 16 0
1 50 11 0
5 99 15 0
0 56 11 0
7 99 12 1
31 78 13 1
2 50 10 0
29 78 13 1
0 51 9 0
23 52 17 0
23 52 16 0
25 53 18 0
25 53 17 0
25 53 15 0
22 57 10 1
1 51 7 2
1 51 9 1
3 56 16 0
0 51 6 1
0 51 7 1
0 51 8 1
1 51 6 1
2 51 6 1
18 59 10 1
17 61 12 1
17 61 11 2
17 61 10 1
17 60 10 1
17 59 10 1
20 64 13 0
33 74 16 0
32 75 16 0
28 79 17 0
2 52 11 0
31 98 26 0
0 51 13 0
4 50 13 0
32 73 19 0
32 73 18 0
0 51 10 0
1 50 9 1
0 50 9 0
10 95 19 0
13 97 19 1
29 92 18 1
29 92 17 2
29 92 16 2
28 92 18 1
28 92 17 1
13 89 21 0
12 89 22 0
30 81 13 1
28 82 15 2
28 82 14 2
28 82 13 1
27 82 15 2
27 82 14 1
27 82 13 1
26 82 15 1
26 82 14 2
26 82 13 1
26 81 15 1
26 81 14 1
26 81 13 1
26 80 15 1
26 80 14 1
26 80 13 1
34 82 16 1
34 81 16 1
34 80 16 1
33 82 16 1
33 81 16 1
33 80 16 1
32 82 16 1
32 81 16 1
25 78 15 1
15 94 24 0
13 96 23 0
14 60 12 1
12 62 10 1
22 90 23 0
17 98 25 0
15 96 25 0
26 79 14 2
13 88 15 0
14 86 15 0
14 86 16 0
17 85 16 0
17 86 17 0
24 51 9 1
24 52 9 1
22 50 16 0
21 50 17 0
26 50 15 0
27 51 16 0
28 51 17 0
23 53 16 0
27 53 15 0
21 52 14 0
27 50 14 0
28 50 14 0
29 50 14 0
30 50 14 0
28 52 13 0
28 53 13 0
16 89 24 0
12 91 14 1
12 92 12 1
18 67 15 0
20 62 15 0
21 60 15 0
22 60 15 0
14 63 15 0
20 64 15 0
20 65 15 0
5 59 8 2
4 58 7 1
4 58 8 2
6 63 10 1
7 63 10 1
4 61 9 1
6 64 10 1
17 54 13 1
13 89 17 0
1 94 11 1
1 94 12 1
1 94 13 2
0 95 11 1
4 82 18 0
34 92 24 0
35 92 23 0
38 96 24 0
32 95 25 0
37 92 25 0
13 64 20 0
14 64 19 0
16 65 20 0
20 52 16 0
14 55 17 0
14 56 16 0
15 50 15 0
16 61 17 0
19 73 12 1
19 73 11 1
18 75 13 1
18 74 13 1
18 73 12 2
14 73 15 0
16 77 14 1
15 75 15 0
15 74 15 0
14 66 13 0
16 69 13 0
16 87 18 0
25 88 14 1
29 69 16 0
28 69 15 0
28 68 15 0
28 65 16 0
27 65 16 0
27 66 15 0
26 70 17 0
26 69 16 0
26 69 15 0
26 68 14 0
1 56 13 0
2 56 13 0
8 56 13 0
3 61 14 0
3 60 13 0
10 84 20 0
0 71 13 0
26 74 13 2
14 51 16 0
19 52 16 0
13 53 16 0
12 66 15 0
17 54 16 0
19 55 19 0
15 55 15 0
14 80 20 0
1 79 15 0
20 50 14 0
16 78 17 0
15 76 21 0
18 77 21 0
16 50 13 0
15 50 13 0
13 99 16 1
18 79 19 0
18 79 20 0
18 79 21 0
15 78 21 0
17 80 18 0
17 81 19 0
17 82 19 0
17 82 20 0
19 77 20 0
17 77 19 0
16 70 21 0
15 69 13 0
16 71 12 1
16 71 11 1
16 71 10 1
15 71 12 1
15 71 11 2
13 98 19 1
15 71 10 1
13 69 13 0
11 95 19 0
18 93 20 0
15 99 20 1
13 92 20 0
20 96 21 0
11 98 21 0
12 97 21 0
13 97 21 0
13 96 20 0
16 91 21 0
11 93 22 0
12 94 21 0
13 99 23 0
14 98 22 0
14 92 22 0
18 97 23 0
21 93 16 2
26 88 14 1
27 89 23 0
24 88 22 0
26 90 20 0
26 91 21 0
26 92 22 0
27 87 21 0
27 87 22 0
24 90 19 0
24 90 20 0
23 90 21 0
31 94 16 1
30 88 16 1
30 88 17 1
31 89 18 1
30 91 19 0
28 93 15 1
28 92 15 1
28 91 17 1
28 91 16 2
28 91 15 1
27 93 15 1
17 65 19 0
17 66 18 0
16 66 18 0
15 66 17 0
12 63 19 0
12 64 19 0
13 65 18 0
16 69 20 0
16 69 19 0
15 68 18 0
10 67 19 0
31 98 21 1
31 98 20 1
31 98 19 1
31 97 21 1
31 96 21 1
34 89 20 0
34 90 20 0
34 91 20 0
34 92 21 0
31 94 21 0
32 94 21 0
33 94 21 0
38 91 21 0
11 75 19 0
7 77 19 0
10 78 20 0
10 78 19 0
12 77 12 1
12 77 11 1
11 77 12 2
11 77 11 1
12 78 14 1
11 77 15 0
10 75 16 0
11 76 19 0
10 77 18 0
10 79 20 0
10 79 19 0
9 78 14 1
11 76 13 1
10 78 14 1
12 79 14 1
11 78 15 0
10 77 16 0
11 77 19 0
10 80 20 0
10 85 14 1
13 82 14 1
13 81 14 1
13 80 14 1
13 79 14 1
13 79 13 1
13 79 12 2
12 79 15 0
12 80 15 0
12 81 15 0
13 81 17 0
0 64 16 0
0 64 17 0
1 62 16 0
0 65 13 0
1 66 14 0
2 66 15 0
2 67 15 0
6 74 20 0
6 74 19 0
6 75 19 0
0 91 18 0
7 91 19 0
17 95 19 1
15 96 19 0
18 95 19 1
16 96 18 1
10 54 9 1
10 53 11 1
9 54 10 1
9 54 11 1
9 55 9 1
9 55 10 2
9 55 11 1
9 56 9 2
9 56 10 1
9 56 11 1
29 97 26 0
25 95 26 0
25 97 25 0
22 99 27 0
24 97 27 0
25 99 18 1
25 98 18 1
25 97 20 1
25 97 19 2
6 66 9 2
5 56 9 1
5 56 8 2
5 56 7 1
6 57 8 2
10 55 8 1
3 56 9 1
4 56 9 1
7 73 10 1
7 73 12 1
9 59 10 2
4 76 12 2
4 76 13 1
4 77 11 1
4 79 15 0
6 78 11 1
6 78 12 2
6 78 13 2
7 78 11 1
7 78 12 2
26 90 17 1
27 90 15 1
27 90 16 2
27 90 17 1
29 90 18 0
29 86 15 2
28 85 14 1
28 85 15 2
28 85 16 1
28 86 14 1
28 86 15 2
29 93 15 1
25 87 17 0
27 90 18 0
24 94 18 1
4 77 14 1
4 78 12 1
4 78 13 1
4 78 14 1
7 80 12 2
6 79 11 1
6 79 12 2
6 79 13 2
6 80 11 1
6 80 12 2
6 80 13 2
7 79 11 1
7 79 12 2
7 79 13 1
7 80 11 1
4 80 17 0
21 66 10 1
21 65 12 1
21 65 11 2
21 65 10 1
21 64 12 1
29 96 25 0
7 81 21 0
7 82 14 1
9 79 13 1
31 98 24 0
26 92 16 2
24 98 22 1
28 97 21 1
28 97 22 1
26 91 15 1
28 54 12 1
24 54 13 1
5 78 12 2
11 55 16 0
12 55 15 0
12 55 14 0
13 53 17 0
11 53 12 0
11 55 13 0
11 51 14 0
12 51 14 0
14 50 14 0
12 53 16 0
12 53 15 0
26 88 18 0
25 87 18 0
24 86 18 0
24 85 18 0
21 89 18 1
26 86 17 0
26 85 17 0
2 85 13 1
15 88 15 1
15 88 14 1
15 88 13 2
14 88 14 1
14 88 13 2
12 88 14 1
18 87 14 2
4 84 20 0
5 83 20 0
9 81 21 0
17 96 22 0
12 96 23 0
13 95 22 0
17 93 24 0
17 93 23 0
15 98 24 0
8 71 12 1
8 71 11 1
8 71 10 1
7 71 12 1
7 71 11 1
7 71 10 1
6 71 12 1
6 71 11 2
5 82 16 0
6 80 16 0
6 81 16 0
7 82 15 0
9 86 18 0
10 85 18 0
12 84 19 0
8 92 14 1
9 59 8 1
8 60 10 1
8 60 9 1
8 60 8 1
0 88 14 0
8 59 10 1
2 87 15 0
3 87 15 0
6 83 14 1
8 53 13 0
8 53 12 0
5 85 13 2
6 84 11 1
6 84 12 2
6 84 13 1
2 97 12 1
2 97 13 1
2 97 14 1
2 98 12 1
2 98 13 2
10 54 13 0
3 56 14 0
2 55 15 0
3 60 12 0
2 61 13 0
2 62 14 0
6 67 15 0
4 65 12 0
5 65 13 0
6 64 14 0
36 95 22 0
35 94 22 0
35 93 22 0
39 95 22 0
40 95 22 0
41 94 21 0
36 97 21 1
33 97 21 1
37 95 21 0
37 94 21 0
37 93 21 0
37 92 21 0
33 99 19 1
33 99 20 2
33 99 21 1
34 99 21 1
35 99 21 1
36 98 21 1
42 96 20 0
37 96 21 0
34 94 20 1
39 95 20 1
40 93 19 0
33 97 18 1
33 97 19 1
33 97 20 1
33 98 18 1
33 98 19 1
2 58 8 1
3 56 6 1
6 58 12 0
6 57 12 0
4 51 12 0
5 52 12 0
11 87 21 0
16 85 20 0
17 84 20 0
13 90 20 0
12 91 20 0
11 91 20 0
14 87 19 0
10 89 19 0
15 87 19 0
15 86 18 0
15 85 18 0
15 84 18 0
12 93 18 0
2 56 15 0
2 56 16 0
1 55 13 0
2 54 13 0
0 55 11 0
0 53 11 0
1 56 10 0
1 58 10 0
35 93 26 0
18 89 17 2
18 89 16 1
18 88 16 2
18 87 18 1
18 87 16 1
20 93 18 1
20 92 18 0
20 96 17 1
2 76 15 0
0 79 16 0
1 76 16 0
6 88 17 0
0 64 15 0
3 65 15 0
2 65 15 0
2 65 14 0
1 64 13 0
2 61 16 0
4 85 13 1
0 61 9 1
0 61 8 1
0 61 7 2
0 61 6 1
3 60 9 1
3 61 10 0
1 53 13 0
2 98 16 0
0 97 17 0
3 99 17 0
3 94 18 0
2 95 18 0
2 96 17 0
5 97 19 0
0 96 19 0
1 97 18 0
1 98 17 0
3 96 20 0
0 98 21 0
0 98 20 0
15 67 13 0
16 68 12 1
16 68 11 2
16 68 10 1
16 67 12 1
16 67 11 2
14 68 13 0
15 69 12 1
15 69 11 2
15 69 10 1
15 68 12 1
15 68 11 2
15 68 10 1
15 67 12 1
15 67 11 2
19 87 16 1
19 88 17 2
20 88 17 2
21 92 18 0
20 91 19 0
4 91 17 0
0 91 20 0
35 98 21 0
36 91 20 0
32 96 21 1
33 96 21 1
34 96 21 0
35 96 21 0
41 93 21 0
5 88 17 0
0 90 18 0
1 89 17 0
5 83 18 0
5 84 18 0
5 85 17 0
3 69 13 0
4 53 11 0
5 53 11 0
6 53 11 0
7 53 11 0
4 69 9 1
4 68 11 2
4 68 10 2
19 55 11 2
8 65 10 1
7 65 10 1
6 65 11 0
5 65 11 1
6 63 12 0
4 64 12 0
8 66 12 0
7 66 12 0
11 72 15 0
10 73 15 0
7 70 16 0
11 76 16 0
10 76 16 0
14 68 9 1
13 68 9 1
12 68 9 1
20 67 13 1
12 68 13 0
29 89 18 0
29 92 19 0
26 96 19 1
26 96 18 1
26 96 17 1
26 95 19 1
26 95 18 1
26 95 17 1
6 74 17 0
7 74 17 0
8 74 18 0
8 73 18 0
1 73 17 0
0 73 18 0
5 73 16 0
5 72 19 0
24 99 25 0
24 98 26 0
27 98 24 0
28 95 25 0
23 66 12 1
19 63 14 0
37 93 25 0
37 94 24 0
28 88 16 1
28 88 15 2
