DAV_OBMAP v3 cell_size=10
-151 -528 10 0
-151 -528 11 0
-151 -527 10 0
-151 -526 10 0
-151 -527 11 0
-151 -526 11 0
-152 -527 10 0
-152 -527 11 0
-152 -528 10 0
-153 -528 10 0
-152 -528 11 0
-153 -528 11 0
-152 -529 10 0
-151 -529 11 0
-152 -529 11 0
-151 -529 10 0
-151 -530 10 0
-151 -530 11 0
-151 -528 12 0
-151 -528 8 1
-152 -529 7 1
-152 -528 7 1
-152 -527 7 1
-151 -529 7 1
-151 -528 7 1
-151 -527 7 1
-153 -527 10 0
-153 -526 10 0
-153 -527 11 0
-153 -526 11 0
-154 -527 10 0
-154 -527 11 0
-154 -528 10 0
-155 -528 10 0
-154 -528 11 0
-155 -528 11 0
-153 -529 10 0
-154 -529 10 0
-153 -529 11 0
-154 -529 11 0
-153 -530 10 0
-189 -528 10 0
-188 -529 11 0
-188 -528 11 0
-189 -529 10 0
-189 -529 11 0
-188 -530 10 0
-189 -531 10 0
-188 -530 11 0
-188 -531 11 0
-187 -530 10 0
-187 -530 11 0
-186 -531 10 0
-186 -531 11 0
-187 -529 12 0
-187 -529 8 1
-188 -530 7 1
-188 -529 7 1
-188 -528 7 1
-187 -530 7 1
-187 -529 7 1
-187 -528 7 1
-188 -528 10 0
-189 -528 11 0
-190 -529 10 0
-191 -528 10 0
-190 -529 11 0
-190 -528 11 0
-190 -530 10 0
-191 -530 10 0
-190 -530 11 0
-191 -530 11 0
-191 -531 10 0
-190 -531 11 0
-189 -532 10 0
-189 -530 11 0
-189 -531 11 0
-189 -530 10 0
-188 -531 10 0
-189 -530 12 0
-189 -530 8 1
-190 -531 7 1
-190 -530 7 1
-190 -529 7 1
-189 -531 7 1
-189 -530 7 1
-189 -529 7 1
-188 -531 7 1
-190 -528 10 0
-191 -529 10 0
-191 -529 11 0
-191 -528 11 0
-192 -529 10 0
-193 -528 10 0
-192 -529 11 0
-192 -528 11 0
-192 -528 10 0
-192 -530 10 0
-193 -530 10 0
-192 -530 11 0
-193 -530 11 0
-193 -531 10 0
-192 -531 11 0
-192 -531 10 0
-191 -532 10 0
-191 -531 11 0
-190 -531 10 0
-191 -530 12 0
-191 -530 8 1
-192 -531 7 1
-192 -530 7 1
-192 -529 7 1
-191 -531 7 1
-191 -530 7 1
-191 -529 7 1
-161 -527 7 1
-160 -529 7 1
-160 -528 7 1
-160 -527 7 1
-161 -527 11 0
-162 -526 10 0
-162 -526 11 0
-163 -527 10 0
-164 -527 10 0
-163 -528 11 0
-164 -527 11 0
-163 -528 10 0
-164 -528 10 0
-164 -528 11 0
-163 -529 10 0
-164 -530 10 0
-163 -529 11 0
-164 -529 11 0
-162 -529 10 0
-162 -530 11 0
-161 -530 10 0
-162 -528 12 0
-162 -528 8 1
-163 -529 7 1
-163 -528 7 1
-163 -527 7 1
-162 -529 7 1
-162 -528 7 1
-162 -527 7 1
-163 -527 11 0
-164 -526 10 0
-164 -526 11 0
-165 -528 10 0
-166 -527 10 0
-165 -528 11 0
-165 -527 11 0
-166 -528 10 0
-166 -528 11 0
-165 -529 10 0
-166 -530 10 0
-165 -529 11 0
-164 -529 10 0
-164 -530 11 0
-163 -530 10 0
-164 -528 12 0
-164 -528 8 1
-165 -529 7 1
-165 -528 7 1
-165 -527 7 1
-164 -529 7 1
-164 -528 7 1
-164 -527 7 1
-174 -527 10 0
-174 -527 11 0
-165 -527 10 0
-166 -526 10 0
-166 -527 11 0
-166 -526 11 0
-167 -528 10 0
-168 -527 10 0
-167 -528 11 0
-167 -527 11 0
-168 -528 10 0
-168 -528 11 0
-174 -530 10 0
-174 -531 10 0
-167 -529 11 0
-174 -530 11 0
-174 -529 12 0
-174 -529 8 1
-175 -530 7 1
-175 -529 7 1
-175 -528 7 1
-174 -530 7 1
-174 -529 7 1
-174 -528 7 1
-173 -530 7 1
-167 -527 7 1
-166 -529 7 1
-166 -528 7 1
-166 -527 7 1
-175 -528 11 0
-176 -528 10 0
-176 -527 10 0
-176 -528 11 0
-176 -527 11 0
-177 -527 10 0
-177 -527 11 0
-177 -529 10 0
-178 -529 10 0
-177 -529 11 0
-178 -529 11 0
-177 -530 10 0
-177 -530 11 0
-176 -530 10 0
-176 -531 10 0
-176 -530 11 0
-176 -529 12 0
-176 -529 8 1
-177 -530 7 1
-177 -529 7 1
-177 -528 7 1
-176 -530 7 1
-176 -529 7 1
-176 -528 7 1
-168 -529 7 1
-168 -528 7 1
-168 -527 7 1
-177 -528 10 0
-177 -528 11 0
-178 -528 10 0
-178 -527 10 0
-178 -528 11 0
-178 -527 11 0
-179 -527 10 0
-179 -528 11 0
-179 -529 10 0
-180 -529 10 0
-179 -529 11 0
-180 -529 11 0
-179 -530 10 0
-179 -530 11 0
-178 -530 10 0
-178 -531 10 0
-178 -530 11 0
-178 -531 11 0
-178 -529 12 0
-178 -529 8 1
-179 -530 7 1
-179 -529 7 1
-179 -528 7 1
-178 -530 7 1
-178 -529 7 1
-178 -528 7 1
-170 -527 7 1
-179 -528 10 0
-180 -528 10 0
-180 -527 10 0
-180 -528 11 0
-180 -527 11 0
-181 -527 10 0
-181 -528 11 0
-181 -528 10 0
-181 -529 10 0
-182 -529 10 0
-181 -529 11 0
-180 -530 10 0
-181 -530 10 0
-180 -530 11 0
-181 -530 11 0
-180 -531 10 0
-180 -531 11 0
-180 -529 12 0
-180 -529 8 1
-181 -530 7 1
-181 -529 7 1
-181 -528 7 1
-180 -530 7 1
-180 -529 7 1
-180 -528 7 1
-172 -527 7 1
-182 -528 10 0
-182 -527 10 0
-182 -528 11 0
-182 -527 11 0
-183 -528 10 0
-183 -528 11 0
-183 -529 10 0
-184 -529 10 0
-182 -529 11 0
-183 -529 11 0
-182 -530 10 0
-183 -530 10 0
-182 -530 11 0
-183 -530 11 0
-182 -531 10 0
-182 -531 11 0
-182 -529 12 0
-182 -529 8 1
-183 -530 7 1
-183 -529 7 1
-183 -528 7 1
-182 -530 7 1
-182 -529 7 1
-182 -528 7 1
-183 -527 10 0
-183 -527 11 0
-184 -528 10 0
-185 -528 10 0
-184 -528 11 0
-185 -528 11 0
-185 -529 10 0
-184 -529 11 0
-185 -529 11 0
-184 -530 10 0
-185 -531 10 0
-184 -530 11 0
-185 -530 11 0
-185 -530 10 0
-183 -531 10 0
-183 -531 11 0
-183 -529 12 0
-183 -529 8 1
-184 -530 7 1
-184 -529 7 1
-184 -528 7 1
-185 -527 10 0
-185 -527 11 0
-186 -529 10 0
-187 -528 10 0
-186 -529 11 0
-187 -528 11 0
-187 -529 10 0
-187 -529 11 0
-186 -530 10 0
-187 -531 10 0
-186 -530 11 0
-187 -531 11 0
-185 -531 11 0
-184 -531 10 0
-184 -531 11 0
-185 -529 12 0
-185 -529 8 1
-186 -530 7 1
-186 -529 7 1
-186 -528 7 1
-185 -530 7 1
-185 -529 7 1
-185 -528 7 1
-186 -528 10 0
-186 -528 11 0
-187 -527 10 0
-188 -529 10 0
-199 -529 7 1
-199 -530 7 1
-199 -531 7 1
-200 -529 7 1
-200 -530 7 1
-200 -531 7 1
-199 -530 8 1
